"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","hitsPerc","Condition","genes"
"17","GO:0000075",0.325237901024846,0.756487279664563,20,182,"cell cycle checkpoint signaling","BP",10.989010989011,"Control","APC, ATR, BLM, ATF2, MAPK14, FANCD2, MDM2, MSH2, ZNF207, CRADD, AURKB, TAOK2, BABAM2, CHEK2, MAP3K20, RFWD3, PCID2, PSMG2, STK33, NEK11, CEP63, BRIP1, ABRAXAS1"
"18","GO:0000077",0.23347147942078,0.844321637965608,15,119,"DNA damage checkpoint signaling","BP",12.6050420168067,"Control","ATR, BLM, ATF2, MAPK14, FANCD2, MDM2, MSH2, CRADD, TAOK2, BABAM2, CHEK2, MAP3K20, RFWD3, STK33, NEK11, CEP63, BRIP1, ABRAXAS1"
"19","GO:0000079",0.722383002473854,0.443222996812639,5,81,"regulation of cyclin-dependent protein serine/threonine kinase activity","BP",6.17283950617284,"Control","APC, BLM, CDC25A, MNAT1, ADAM17"
"20","GO:0000082",0.255389394500499,0.80429795674555,30,252,"G1/S transition of mitotic cell cycle","BP",11.9047619047619,"Control","APC, CACNB4, CDC25A, CDK6, DLG1, EIF4E, ESRRB, GFI1, ITGB1, MDM2, MNAT1, RRM1, SMARCC1, SMARCD1, ADAM17, DPF3, CUL2, CRADD, CTDSPL, CHEK2, MYO16, PLCB1, ZNF324, BRD7, INO80, RFWD3, RPTOR, TRIM71, E2F7, MBLAC1"
"21","GO:0000083",0.482375160003842,0.749430109251706,3,22,"regulation of transcription involved in G1/S transition of mitotic cell cycle","BP",13.6363636363636,"Control","ESRRB, GFI1, E2F7"
"22","GO:0000086",0.824463630321808,0.255336775412375,14,134,"G2/M transition of mitotic cell cycle","BP",10.4477611940299,"Control","BLM, CDC25A, CDK6, ESRRB, RAD51B, RRM1, AURKB, TAOK2, BABAM2, CHEK2, PLCB1, KCNH5, PINX1, USP47, DBF4B, ABRAXAS1"
"23","GO:0000095",0.254068562998617,1,1,1,"S-adenosyl-L-methionine transmembrane transporter activity","MF",100,"Control","SLC25A26"
"24","GO:0000096",0.261907826563172,0.874056496607653,5,32,"sulfur amino acid metabolic process","BP",15.625,"Control","GCLC, MSRA, MTHFR, MTR, NOX4"
"25","GO:0000097",0.444903726497869,0.819491254176667,2,16,"sulfur amino acid biosynthetic process","BP",12.5,"Control","MTHFR, MTR"
"26","GO:0000099",0.215717083814274,0.933164665856874,3,11,"sulfur amino acid transmembrane transporter activity","MF",27.2727272727273,"Control","CTNS, SLC1A2, SLC7A9"
"27","GO:0000101",0.126714138180534,0.968929583269027,3,12,"sulfur amino acid transport","BP",25,"Control","CTNS, SLC1A2, SLC7A9"
"28","GO:0000103",0.334278873397931,0.966130204966219,1,2,"sulfate assimilation","BP",50,"Control","PAPSS1"
"29","GO:0000109",0.563972324671035,0.812039899717918,1,11,"nucleotide-excision repair complex","CC",9.09090909090909,"Control","ERCC8"
"30","GO:0000117",0.311337921224248,0.971065701748344,1,2,"regulation of transcription involved in G2/M transition of mitotic cell cycle","BP",50,"Control","ESRRB"
"31","GO:0000118",0.404177835131828,0.712280216670907,12,80,"histone deacetylase complex","CC",15,"Control","CHD3, CSNK2A1, RUVBL1, HDAC3, NCOR1, HDAC9, CFDP1, RCOR1, GATAD2A, EP400, ANP32E, JMJD1C"
"32","GO:0000122",0.516601347372808,0.529108386342661,88,953,"negative regulation of transcription by RNA polymerase II","BP",9.23399790136411,"Control","APBB2, ZFHX3, RUNX1, RUNX3, CDK6, CHD3, ATF2, CRYM, CUX1, DLG1, DMRT1, EDNRB, EP300, ESR1, ESR2, FGFR2, FOXO3, GFI1, HCLS1, HMGB1, HES1, RBPJ, LMO1, MDM2, MEF2A, MEIS2, MITF, TRIM37, PRKN, MAP2K5, RARB, REST, RFC1, RREB1, ATXN1, SHOX2, SKIL, TBX15, ZEB1, THRB, ZBTB25, ZBTB16, ZNF148, ZNF202, HMGA2, YBX3, TNFSF11, HDAC3, LDB2, AURKB, NCOR1, HDAC9, ZNF536, AASS, NCOA2, PRDM5, RALY, SPEN, MYT1L, CUX2, ZFPM2, CBX6, NIPBL, ZBTB20, HIPK2, TRIM33, BCL11A, GATAD2A, DNAJC17, MACROH2A2, PCID2, OTUD7B, TBX20, JPH2, TENM2, ZNF608, HAMP, PRDM16, DUSP26, MCPH1, ARID5B, KDM2B, CREB3L1, FOXP2, ZNF440, E2F7, GLIS1, GLIS3, FOXR1, ZBTB8A"
"33","GO:0000123",0.476205115284608,0.654413039602625,10,92,"histone acetyltransferase complex","CC",10.8695652173913,"Control","ATF2, EP300, TAF4, SUPT3H, RUVBL1, KAT7, KAT6B, TAF5L, EP400, ING5"
"34","GO:0000124",0.705488523601101,0.566935205646403,2,24,"SAGA complex","CC",8.33333333333333,"Control","SUPT3H, TAF5L"
"35","GO:0000126",0.367920198781317,0.945410530328887,1,3,"transcription factor TFIIIB complex","CC",33.3333333333333,"Control","BRF1"
"36","GO:0000127",0.368929546938564,0.933044405378747,1,6,"transcription factor TFIIIC complex","CC",16.6666666666667,"Control","GTF3C2"
"37","GO:0000132",0.104342238717424,0.956111812593817,7,35,"establishment of mitotic spindle orientation","BP",20,"Control","HTT, ITGB1, PKHD1, HDAC3, MCPH1, ANKFN1, INSC"
"38","GO:0000137",0.651224557740847,0.627161239040756,2,29,"Golgi cis cisterna","CC",6.89655172413793,"Control","ATL1, XYLT1"
"39","GO:0000138",0.371406177108518,0.8746136102774,2,10,"Golgi trans cisterna","CC",20,"Control","ST6GAL1, SGMS1"
"40","GO:0000139",0.0969190599375384,0.922023391047849,88,645,"Golgi membrane","CC",13.6434108527132,"Control","ARRB1, LDLRAD4, ENTPD6, CDC42, EXT1, EXT2, GAD2, GALNT1, GALNT2, GCNT1, HLA-G, IGF2R, MAN1A1, MGAT5, NCAM1, PLA2G4A, MAP4K2, ST6GAL1, ADAM17, ST8SIA2, ABCB11, EBAG9, SLC33A1, LARGE1, VAPA, NDST3, ENTPD4, HS2ST1, RAB11FIP3, ARHGAP32, HS3ST4, HS3ST3B1, DOP1B, UST, ARFGEF1, VPS45, COPZ1, COPG1, SACM1L, ERC1, CLCC1, SCFD1, DENND5A, ZDHHC17, MGAT4C, ZDHHC5, ABCA12, ARFGAP3, ARFIP1, GOLIM4, CHST11, ASAP1, ATL1, PLCE1, ZDHHC2, COPZ2, ATP8A2, STX18, NDFIP2, IL17RD, ACER3, GALNT10, CSGALNACT1, PDGFC, AGPAT3, HACE1, MARCHF4, RIC1, CLSTN2, XYLT1, RHBDF1, GALNT17, NDST4, ARMH3, GALNT14, GALNT12, PDGFD, ST6GALNAC5, APH1B, CHST9, CRACR2A, TMEM87B, GALNT13, B4GALNT2, AP1S3, SLC30A8, MMD2, ST6GALNAC3, SGMS1, CHSY3, ST8SIA6, GALNT18, GALNTL6"
"41","GO:0000145",0.807648537477159,0.439831941662629,2,14,"exocyst","CC",14.2857142857143,"Control","EXOC6B, EXOC4"
"42","GO:0000146",0.189496900121625,0.89643160417812,10,37,"microfilament motor activity","MF",27.027027027027,"Control","MYO1D, MYO1E, MYO5B, MYO7B, MYO9A, MYO9B, MYO15A, MYO3A, MYO1G, MYO3B"
"43","GO:0000149",0.34471544720221,0.746273548569552,18,106,"SNARE binding","MF",16.9811320754717,"Control","ABCA1, ABL1, CACNA1A, DAPK1, GRIK2, SYT1, PICALM, STXBP5L, SNAP91, CPLX1, UNC13A, SCFD1, NBAS, TPCN1, STX17, VPS50, TSNARE1, STXBP4, UNC13C"
"44","GO:0000151",0.84488080877722,0.207972297591487,26,302,"ubiquitin ligase complex","CC",8.60927152317881,"Control","ERCC8, PHC2, GPR37, PRKN, UBE2E1, CUL2, BTRC, BABAM2, UBAC1, ARIH2, KLHDC10, ZSWIM8, CBX6, FBXL2, DCAF12, TRPC4AP, FBXO8, FBXO42, ANKIB1, USP47, ZSWIM5, DCAF17, FBXO11, KCTD10, UBE3D, KLHDC1, COMMD1, RNF217"
"45","GO:0000152",0.897780309319938,0.266521086262545,2,43,"nuclear ubiquitin ligase complex","CC",4.65116279069767,"Control","PHC2, BABAM2, CBX6"
"46","GO:0000153",0.523799538938005,0.841760194997315,1,11,"cytoplasmic ubiquitin ligase complex","CC",9.09090909090909,"Control","CUL2"
"47","GO:0000154",0.274762592272575,0.893141381429569,3,31,"rRNA modification","BP",9.67741935483871,"Control","ZCCHC4, GAR1, TFB2M"
"48","GO:0000159",0.493555484290601,0.746016037261918,3,16,"protein phosphatase type 2A complex","CC",18.75,"Control","PPP2R2B, PPP2R2C, PPP2R3A"
"49","GO:0000164",0.740542372305953,0.622370643320445,1,19,"protein phosphatase type 1 complex","CC",5.26315789473684,"Control","PPP1R3A"
"50","GO:0000165",0.266684604249715,0.769900781584399,91,746,"MAPK cascade","BP",12.1983914209115,"Control","ABL1, ALOX12B, ARRB1, CALCR, CDC42, CDH2, ATF2, MAPK14, CYLD, GSDME, DLG1, LPAR1, EPHA4, EPHA8, EPHB1, EPHB2, ERBB4, MECOM, FCGR2B, FGFR2, GHR, GPR37, GRB2, GRB10, GRIK2, GRM1, NRG1, HMGB1, IKBKB, INSR, ITGA1, LYN, MEF2A, MAP3K5, OPRK1, P2RY6, PAK1, PRKN, PKHD1, PLCG2, SERPINF2, PPEF2, PRKCA, PRKCE, MAPK4, MAP2K5, MAP2K6, PTPRC, PTPRR, MAP4K2, RAP1A, RIT2, ROBO1, CCL14, SHC1, DENND2B, TGFB2, TIAM1, XDH, TNFSF11, EIF3A, RIPK2, FGF18, HDAC3, KSR1, TAOK2, HAND2, NCOR1, RAPGEF2, TNIP1, ARL6IP5, AKAP13, KLHDC10, TNIK, SETX, PLCB1, ZDHHC17, STK39, HIPK2, NOX4, PLCE1, MAP3K20, BANK1, IL26, PDGFC, PELI2, DUSP26, PDGFD, LBH, MAP3K21, STYXL2, IL31RA, IL34, NEK10, BMPER, DOK6, MTURN"
"51","GO:0000166",0.340311274035663,0.685174124760873,271,2041,"nucleotide binding","MF",13.2778049975502,"Control","ABCA1, ABL1, ACTG2, ADCY1, ADK, AKT2, ALDH1A1, ALK, RHOH, ATP2B2, ATR, BCR, BLM, BMPR1B, BMPR2, MPPED2, CACNA1B, CAMK2B, RUNX2, RUNX1, RUNX3, CDC42, CDK6, CFTR, CHD2, CHD3, CRYM, MAPK14, CSNK2A1, DGKB, DGKG, DAPK1, DCK, DHX15, DGUOK, DNAH5, DNAH6, DNAH8, DNAH9, DPYD, EPHA3, EPHA4, EPHA5, EPHA8, EPHB1, EPHB2, EPRS1, ERBB4, FER, FGFR2, FHIT, FYN, GAK, GCLC, GMDS, GNAL, GNAO1, GRK5, GUCY1A2, HK1, HLCS, HPGD, HSPA5, IKBKB, INSR, KCNJ10, KIF5A, LYN, MARK3, MAP3K5, MLH1, MSH2, MTHFR, MUSK, MVK, MYO1D, MYO1E, MYO5B, MYO7B, MYO9A, MYO9B, NT5E, ROR1, ROR2, ORC4, ORC5, PAK1, PDE4B, PDE4D, PFKFB3, PIK3C2G, PIK3C3, PIK3CD, PRKAR1A, PRKCA, PRKCE, PRKCH, PRKG1, MAPK4, MAP2K5, MAP2K6, RAB4A, MAP4K2, RAD51B, RAP1A, REV3L, RFC1, GRK1, RIT2, RPS6KA2, RRM1, RYR1, SCN8A, SLC12A4, SPAG1, SRPK1, TEC, TEP1, TGFBR2, TOP1, TRIO, TTN, UBE2E1, UBE2H, UGP2, XDH, SYN3, ACOX3, PIP5K1B, CDC42BPA, DGKD, RUVBL1, CDK13, ABCB11, PDE5A, DNAH11, RNGTT, RIPK2, SUCLG2, KSR1, KALRN, PAPSS1, DGKI, AURKB, MAGI1, STK17A, TAOK2, BAG4, GTPBP1, RAPGEF2, ULK2, TLK1, GNE, ACTR3, ABCA10, TESK2, MERTK, FARS2, KIF1C, PDE10A, ASCC3, CLP1, SLC27A2, RAB31, RABL2A, CHEK2, DDX19B, DDX42, ACOT7, HSPA4L, CILK1, MYO16, MAST3, TNIK, SMG1, SETX, TTLL5, CDK19, MAST2, SIK3, PIP5K1C, RAB38, CFAP45, MTHFD1L, DNAH1, DNM3, ABCA12, TPK1, STK39, HIPK2, ATAD2, EEF2K, HUNK, PIK3R4, NOX4, PDE11A, ATL1, MYO15A, HAO2, PRKAG2, ATP8A2, MAP3K20, MYO3A, ATAD2B, DDX4, INO80, ARL15, CNGB3, DIRAS2, KIF26B, FIGN, ARL8B, STEAP3, ACOXL, CHDH, STK32B, STYK1, DNAH3, BMP2K, NLRP2, DNAH7, CAMK1D, STARD9, EP400, DHX37, RNF213, DDX55, GUF1, EEFSEC, MYO1G, RBKS, DDX31, RANBP17, STK33, NOX5, ACSS3, NEK11, ATP8B4, CHD9, KIF18A, KATNAL2, BRIP1, ZRANB3, ARL6, MAP3K21, CRACR2A, NAV3, NAV2, MYLK3, MTG1, TBCK, TP53RK, RAB3C, TDRD9, TARS3, AASDH, MYO3B, TRPM6, DNHD1, NEK10, ABCA13, HIPK1, AFG1L, PAN3, GK5, HSPA12A, KSR2, NWD1, EPHA6, RAB37, ABCB5, ATP13A5, SEPTIN14, HCN1, NMNAT3, MAST4, IQCA1L, ACTR3C"
"52","GO:0000175",0.672158898072063,0.556340652437512,3,35,"3'-5'-RNA exonuclease activity","MF",8.57142857142857,"Control","PARN, DIS3, PAN3"
"53","GO:0000176",0.369553533116763,0.926988399310029,1,12,"nuclear exosome (RNase complex)","CC",8.33333333333333,"Control","DIS3"
"54","GO:0000177",0.182638261588802,0.959740130169982,2,15,"cytoplasmic exosome (RNase complex)","CC",13.3333333333333,"Control","GTPBP1, DIS3"
"55","GO:0000178",0.269124879329681,0.922770267724714,2,18,"exosome (RNase complex)","CC",11.1111111111111,"Control","GTPBP1, DIS3"
"56","GO:0000179",0.215588731143816,0.982813458414212,1,3,"rRNA (adenine-N6,N6-)-dimethyltransferase activity","MF",33.3333333333333,"Control","TFB2M"
"57","GO:0000182",0.555523027728427,0.741967136742498,2,10,"rDNA binding","MF",20,"Control","BNC2, RPTOR"
"58","GO:0000184",0.158154661182806,0.925196357194896,7,40,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",17.5,"Control","PARN, CTIF, SMG1, UPF2, NBAS, DCP1A, SECISBP2"
"59","GO:0000209",0.53501557577024,0.550039133533464,25,219,"protein polyubiquitination","BP",11.4155251141553,"Control","ERCC8, MDM2, PRKN, TRAF5, UBE2E1, UBE2H, RIPK2, BTRC, TRIP12, UBE3C, ARIH2, TRIM2, NEDD4L, MKRN1, ANKIB1, RNF216, MARCHF1, PELI2, HACE1, RNF213, CEP63, TRIM56, RNF135, UBE3D, C10orf90, TRIM71, RNF217"
"60","GO:0000214",0.15414325621726,0.990467837531304,1,4,"tRNA-intron endonuclease complex","CC",25,"Control","CLP1"
"61","GO:0000217",0.109913542263906,0.950302805925106,8,38,"DNA secondary structure binding","MF",21.0526315789474,"Control","ABL1, BLM, HMGB1, MAPT, MSH2, RAD51B, HMGA2, HAND2"
"62","GO:0000220",0.499319446938157,0.859371487286688,1,10,"vacuolar proton-transporting V-type ATPase, V0 domain","CC",10,"Control","ATP6V0D1"
"63","GO:0000221",0.636951755046875,0.748471784009885,1,11,"vacuolar proton-transporting V-type ATPase, V1 domain","CC",9.09090909090909,"Control","ATP6V1G1"
"64","GO:0000226",0.502783438639264,0.547096527280897,76,600,"microtubule cytoskeleton organization","BP",12.6666666666667,"Control","ABL1, APC, BBS4, CHD3, CYLD, DLG1, DNAH5, DNAH8, EFNA5, EML1, EPHA3, FER, HTT, ITGB1, MAPT, MLH1, TRIM37, MYBL2, PAK1, PKHD1, RP1, SPAG1, SS18, ZNF207, CDC14A, HDAC3, ARHGEF7, MAP7, AURKB, NCOR1, CKAP5, PATJ, TRDN, TACC2, SPAG5, CHEK2, CEP131, CLUAP1, TTLL5, CLASP1, SUN1, SIK3, DNAH1, C2CD3, LSM14A, INO80, CFAP46, CNTLN, FIGN, KIZ, DNAH7, FMN2, STARD9, CGN, SPAG16, MCPH1, DNAI4, CCDC102B, MAP6D1, CEP63, CCDC68, KIF18A, KATNAL2, ABRAXAS1, DOCK7, NAV3, PHLDB2, EFHC1, PARD3B, C10orf90, SPATA17, FRMPD2, ANKFN1, SPAG17, SLC39A12, NCKAP5, DNAJB13, INSC, IQCA1L"
"65","GO:0000228",0.214403287137391,0.842861514140018,26,219,"nuclear chromosome","CC",11.8721461187215,"Control","ADD3, BLM, CSNK2A1, MLH1, ORC4, ORC5, POLE2, RGS12, SYCP1, TOP1, TTN, HMGA2, RUVBL1, CFDP1, SETX, SPIDR, INO80, PINX1, MACROH2A2, EP400, ANP32E, ZRANB3, HORMAD2, SHOC1, SLC5A8, MMS22L, RNF212B, MEI4"
"66","GO:0000235",0.667922354613014,0.71723829677469,1,11,"astral microtubule","CC",9.09090909090909,"Control","KIF18A"
"67","GO:0000242",0.734459871015873,0.490047135058476,3,21,"pericentriolar material","CC",14.2857142857143,"Control","BBS4, BBS9, CEP85L"
"68","GO:0000244",0.876860173283836,0.395954744561554,1,19,"spliceosomal tri-snRNP complex assembly","BP",5.26315789473684,"Control","PRPF3"
"69","GO:0000245",0.849567591931225,0.289291082464753,4,81,"spliceosomal complex assembly","BP",4.93827160493827,"Control","SRPK1, CELF2, SETX, CELF6, LOC100128988"
"70","GO:0000255",0.0449013376934953,0.993407430130456,3,9,"allantoin metabolic process","BP",33.3333333333333,"Control","XDH, GDA, ALLC"
"71","GO:0000256",0.107464589860506,1,1,1,"allantoin catabolic process","BP",100,"Control","ALLC"
"72","GO:0000266",0.864344937358678,0.293742690194351,3,37,"mitochondrial fission","BP",8.10810810810811,"Control","MAPT, PRKN, TMEM135, DDHD1"
"73","GO:0000268",0.49201359515299,0.882943714833572,1,4,"peroxisome targeting sequence binding","MF",25,"Control","BABAM2, PEX5L"
"74","GO:0000271",0.0927460437381479,0.951631529566005,12,65,"polysaccharide biosynthetic process","BP",18.4615384615385,"Control","AKT2, EXT1, EXT2, GBE1, INSR, PPP1R3A, UGP2, NDST3, HS2ST1, SORBS1, CSGALNACT1, NDST4"
"75","GO:0000272",0.80587058346777,0.525906449627767,1,20,"polysaccharide catabolic process","BP",5,"Control","PGM2"
"76","GO:0000278",0.913999443501764,0.105315982888933,86,903,"mitotic cell cycle","BP",9.52380952380952,"Control","ABL1, ANK3, APC, BBS4, BLM, CACNB4, CDC25A, CDC42, CDK6, ATF2, CYLD, BRINP1, DLG1, DMRT1, EIF4E, EML1, ESRRB, FANCD2, GFI1, HTT, HES1, INSR, ITGB1, MDM2, MEIS2, MNAT1, MSH2, MYBL2, PKHD1, PRKCA, RAD51B, RRM1, SMARCC1, SMARCD1, SPTBN1, ADAM17, TTN, ZNF207, DPF3, CUL2, CDC14A, CRADD, HDAC3, AURKB, TAOK2, BABAM2, CKAP5, CTDSPL, TACC2, SPAG5, PRDM5, CHEK2, MYO16, EXOC6B, PLCB1, TTC28, CLASP1, ZNF324, NIPBL, LSM14A, KCNH5, BRD7, MAP3K20, INO80, PINX1, PHIP, USP47, RFWD3, PCID2, PSMG2, TTYH1, HECW2, RPTOR, EXOC4, STK33, MCPH1, NEK11, DBF4B, KIF18A, ABRAXAS1, EFHC1, SPATA17, TRIM71, E2F7, ANKFN1, REEP3, MBLAC1, BRINP3, INSC"
"77","GO:0000280",0.643716761366057,0.420189239745517,40,413,"nuclear division","BP",9.68523002421307,"Control","APC, BRDT, CDC42, DMRT1, FANCD2, INSR, MLH1, MYBL2, ORC4, RAD51B, RPS6KA2, SYCP1, TTN, ZNF207, CDC14A, AURKB, ACTR3, SPAG5, CHEK2, PLCB1, CLASP1, SUN1, NIPBL, LSM14A, DDX4, INO80, PINX1, PHIP, PCID2, FMN2, PSMG2, KIF18A, SLC25A31, BRIP1, ABRAXAS1, TDRD9, SHOC1, REEP3, ANKRD31, MEIKIN, RNF212B, MEI4"
"78","GO:0000281",0.824788913281504,0.281994655141865,8,86,"mitotic cytokinesis","BP",9.30232558139535,"Control","ANK3, APC, BBS4, SPTBN1, AURKB, EXOC6B, EXOC4, EFHC1"
"79","GO:0000285",0.511733617736498,0.883715504150853,1,3,"1-phosphatidylinositol-3-phosphate 5-kinase activity","MF",33.3333333333333,"Control","PIP5K1B"
"80","GO:0000287",0.978197838087912,0.0370906878744443,18,216,"magnesium ion binding","MF",8.33333333333333,"Control","ABL1, EYA2, GCLC, MAP3K5, MSH2, MVK, RPS6KA2, SRPK1, CDC42BPA, SUCLG2, CILK1, MAST3, MAST2, SIK3, ATP8A2, MAP3K20, TESC, PGM2, ATP8B4, MAST4"
"81","GO:0000288",0.736751561902407,0.4275375427843,5,63,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP",7.93650793650794,"Control","MLH1, PARN, DIS3, DCP1A, PAN3"
"82","GO:0000289",0.758286592598779,0.453050164113052,3,29,"nuclear-transcribed mRNA poly(A) tail shortening","BP",10.3448275862069,"Control","MLH1, PARN, PAN3"
"83","GO:0000290",0.612600529843992,0.772847315669985,1,10,"deadenylation-dependent decapping of nuclear-transcribed mRNA","BP",10,"Control","DCP1A"
"84","GO:0000291",0.681382733803421,0.695697598475665,1,17,"nuclear-transcribed mRNA catabolic process, exonucleolytic","BP",5.88235294117647,"Control","DIS3"
"85","GO:0000293",0.222005356453968,0.98171305038551,1,3,"ferric-chelate reductase activity","MF",33.3333333333333,"Control","STEAP3"
"86","GO:0000295",0.230644021240807,0.918712923660207,3,25,"adenine nucleotide transmembrane transporter activity","MF",12,"Control","SLC33A1, ANKH, SLC25A31"
"87","GO:0000302",0.893138460830384,0.166369332221324,13,197,"response to reactive oxygen species","BP",6.5989847715736,"Control","ABL1, FER, FYN, GPR37, MAPT, MDM2, MAP3K5, PTPRK, TACR1, FBLN5, ZNF277, SETX, PDGFD"
"88","GO:0000303",0.852157842685246,0.441264261368135,1,26,"response to superoxide","BP",3.84615384615385,"Control","FBLN5"
"89","GO:0000304",0.185979512480281,1,1,1,"response to singlet oxygen","BP",100,"Control","FYN"
"90","GO:0000305",0.873500897507032,0.39846985994508,1,27,"response to oxygen radical","BP",3.7037037037037,"Control","FBLN5"
"91","GO:0000307",0.559039585067207,0.625690518241131,5,52,"cyclin-dependent protein kinase holoenzyme complex","CC",9.61538461538461,"Control","CDK6, MNAT1, CDK13, MED13, CDK19"
"92","GO:0000309",0.479452492156146,0.900259341495188,1,3,"nicotinamide-nucleotide adenylyltransferase activity","MF",33.3333333333333,"Control","NMNAT3"
"93","GO:0000313",0.885086081905873,0.286849509079846,2,88,"organellar ribosome","CC",2.27272727272727,"Control","MRPS28, MTG1"
"94","GO:0000314",0.8334889687523,0.473690285510092,1,32,"organellar small ribosomal subunit","CC",3.125,"Control","MRPS28"
"95","GO:0000322",0.114032801061271,0.996551370501212,1,2,"storage vacuole","CC",50,"Control","CDC42"
