"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","hitsPerc","Condition","genes"
"28","GO:0002695",0.00692474591872437,0.996406194109902,26,197,"negative regulation of leukocyte activation","BP",13.1979695431472,"Control","BCR, RUNX1, RUNX3, CBLB, DLG1, FCGR2B, FER, HLA-G, HMGB1, INPP5D, LYN, CD200, PRKAR1A, PTPRC, SDC4, PDE5A, DLG5, MERTK, BANK1, SAMSN1, RASSF5, DAPL1, CLNK, IL31RA, LRFN5, ADGRF5"
"29","GO:0002764",0.0485412658857738,0.9650183533825,53,456,"immune response-regulating signaling pathway","BP",11.6228070175439,"Control","ABL1, CACNB4, CBLB, CD22, CD38, CYLD, EP300, ESR1, FCER1A, FCGR2B, FER, FYB1, FYN, GFI1, GRB2, HLA-G, HMGB1, IKBKB, INPP5D, KLRD1, LYN, PAK1, PDE4B, PDE4D, PIK3CD, PLCG2, PRKCE, PRKCH, MAP2K6, PSG9, PTPRC, SOS1, TEC, TLR5, VAV1, VAV2, RIPK2, EIF2B3, AIM2, TNIP1, VAV3, COLEC10, SH2B2, PUM2, FBXL2, ZDHHC5, LSM14A, BANK1, SLC39A10, MYO1G, CARD11, CLEC6A, PIK3AP1, THEMIS"
"30","GO:0002765",0.013281896756409,0.998716292807756,3,11,"immune response-inhibiting signal transduction","BP",27.2727272727273,"Control","HLA-G, LYN, PSG9"
"31","GO:0002767",0.00491009625257338,0.999689818897335,3,9,"immune response-inhibiting cell surface receptor signaling pathway","BP",33.3333333333333,"Control","HLA-G, LYN, PSG9"
"32","GO:0002768",0.0167354639749553,0.989322704420402,42,315,"immune response-regulating cell surface receptor signaling pathway","BP",13.3333333333333,"Control","ABL1, CACNB4, CBLB, CD22, CD38, EP300, FCER1A, FCGR2B, FER, FYB1, FYN, GRB2, HLA-G, IKBKB, INPP5D, KLRD1, LYN, PAK1, PDE4B, PDE4D, PIK3CD, PLCG2, PRKCE, PRKCH, PSG9, PTPRC, SOS1, TEC, TLR5, VAV1, VAV2, RIPK2, EIF2B3, VAV3, COLEC10, SH2B2, BANK1, SLC39A10, MYO1G, CARD11, CLEC6A, PIK3AP1, THEMIS"
"33","GO:0002774",0.033376116246784,0.997885531042622,2,5,"Fc receptor mediated inhibitory signaling pathway","BP",40,"Control","LYN, PSG9"
"34","GO:0003007",0.0140814002257513,0.99122420898622,41,258,"heart morphogenesis","BP",15.8914728682171,"Control","APC, BMPR2, CDC42, ATF2, DSP, EXT1, EYA1, FGFR2, NRG1, RBPJ, INSR, LRP2, SMAD2, MDM2, ROBO1, ROBO2, RYR1, RYR2, SHOX2, SLIT3, SOS1, TBX5, TGFB2, TGFBR2, TTN, DNAH11, NRP2, SLIT2, DLC1, SEMA3C, LBX1, CLUAP1, ZFPM2, FLRT2, NIPBL, C2CD3, IFT57, TBX20, ZMIZ1, XIRP2, ASXL1"
"35","GO:0003015",0.0267908511655521,0.982176825656407,46,253,"heart process","BP",18.1818181818182,"Control","ANK2, ATP2B2, CACNA1D, CACNA2D1, CASQ2, CDC42, CHRM2, CXADR, DLG1, DSP, EDNRB, EXT1, EXT2, FGF12, FYN, KCND2, KCNE1, KCNN2, KCNQ1, MDM2, MEF2A, PDE4B, PDE4D, MAP2K6, RPS6KA2, RYR2, SCN1A, SHOX2, SLC4A3, SLC8A3, TACR3, TBX5, TGFB2, THRB, TTN, PDE5A, ATG5, NOS1AP, TRDN, CELF2, AKAP13, NEDD4L, CTNNA3, NOX4, SGCZ, TMEM65"
"36","GO:0003148",0.0123396678531716,0.996317422338438,10,24,"outflow tract septum morphogenesis","BP",41.6666666666667,"Control","FGFR2, LRP2, ROBO1, ROBO2, TGFB2, TGFBR2, NRP2, SEMA3C, ZFPM2, TBX20"
"37","GO:0003149",0.0188617060218336,0.998227218009516,3,7,"membranous septum morphogenesis","BP",42.8571428571429,"Control","FGFR2, TGFB2, TGFBR2"
"38","GO:0003151",0.00988462186254845,0.995660635365453,17,81,"outflow tract morphogenesis","BP",20.9876543209877,"Control","BMPR2, CDC42, ATF2, EYA1, FGFR2, RBPJ, LRP2, ROBO1, ROBO2, RYR1, TGFB2, TGFBR2, NRP2, SEMA3C, ZFPM2, NIPBL, TBX20"
"39","GO:0003158",0.0371449488002542,0.979381489820669,20,142,"endothelium development","BP",14.0845070422535,"Control","BMPR2, KRIT1, EDNRB, RAPGEF1, NRG1, RBPJ, IKBKB, ITGAX, PDE4D, RAP1A, ZEB1, TJP1, XDH, RAPGEF2, PLCB1, PPP1R16B, ARHGEF26, TJP3, ADAMTS12, STARD13"
"40","GO:0003170",0.0144048272653267,0.993471746101076,17,72,"heart valve development","BP",23.6111111111111,"Control","APC, BMPR2, CDH11, RBPJ, SMAD2, MDM2, ROBO1, ROBO2, SHOX2, SLIT3, TBX5, TGFB2, TGFBR2, SLIT2, ADAMTS9, TBX20, STRA6"
"41","GO:0003171",0.0475583975425986,0.983803063991591,7,28,"atrioventricular valve development","BP",25,"Control","BMPR2, MDM2, SLIT3, TBX5, TGFB2, TGFBR2, TBX20"
"42","GO:0003177",0.0111475931199885,0.996907813915522,9,23,"pulmonary valve development","BP",39.1304347826087,"Control","BMPR2, RBPJ, SMAD2, ROBO1, ROBO2, TGFB2, SLIT2, TBX20, STRA6"
"43","GO:0003179",0.0440806692654012,0.978716215621819,14,60,"heart valve morphogenesis","BP",23.3333333333333,"Control","BMPR2, CDH11, SMAD2, MDM2, ROBO1, ROBO2, SLIT3, TBX5, TGFB2, TGFBR2, SLIT2, ADAMTS9, TBX20, STRA6"
"44","GO:0003184",0.0369496545994891,0.988978382953888,7,19,"pulmonary valve morphogenesis","BP",36.8421052631579,"Control","SMAD2, ROBO1, ROBO2, TGFB2, SLIT2, TBX20, STRA6"
"45","GO:0003197",0.0136647587912992,0.995028499024217,11,51,"endocardial cushion development","BP",21.5686274509804,"Control","APC, BMPR2, RBPJ, SMAD2, MDM2, ROBO1, ROBO2, TBX5, TGFB2, TGFBR2, TBX20"
"46","GO:0003203",0.0300601868235457,0.988980418116283,9,40,"endocardial cushion morphogenesis","BP",22.5,"Control","APC, RBPJ, SMAD2, MDM2, ROBO1, ROBO2, TGFB2, TGFBR2, TBX20"
"47","GO:0003209",0.0419959645956247,0.987289878315978,6,27,"cardiac atrium morphogenesis","BP",22.2222222222222,"Control","BMPR2, SHOX2, SOS1, TBX5, TGFB2, TBX20"
"48","GO:0003230",0.0369175160956189,0.986903935957509,8,35,"cardiac atrium development","BP",22.8571428571429,"Control","ANK2, BMPR2, MDM2, SHOX2, SOS1, TBX5, TGFB2, TBX20"
"49","GO:0003281",0.0407277431655583,0.979415033485339,16,72,"ventricular septum development","BP",22.2222222222222,"Control","AP2B1, BMPR2, FGFR2, RBPJ, LRP2, MDM2, ROBO1, ROBO2, SLIT3, TBX5, TGFB2, TGFBR2, SLIT2, ZFPM2, STRA6, XIRP2"
"50","GO:0003283",0.0290834875942517,0.992258713323528,6,21,"atrial septum development","BP",28.5714285714286,"Control","ANK2, BMPR2, MDM2, TBX5, TGFB2, TBX20"
"51","GO:0003341",0.00817079688452075,0.995473256426089,32,167,"cilium movement","BP",19.1616766467066,"Control","BBS4, DNAH5, DNAH6, DNAH8, DNAH9, RFX3, TACR1, TACR3, DNAH11, CEP131, VPS13A, CFAP45, DNAH1, CFAP61, DDX4, ROPN1, CFAP46, DNAH3, DNAH7, TEKT3, SPAG16, DNAI4, TEX101, TTC29, CATSPER1, CCDC38, DNHD1, CFAP54, SLC9B1, NEK10, SPAG17, TCTE1, PRSS55, CFAP53, CATSPERE"
"52","GO:0003352",0.023660602176317,0.992857715812412,7,36,"regulation of cilium movement","BP",19.4444444444444,"Control","BBS4, TACR1, TACR3, DNAH11, CFAP45, TEX101, CATSPER1"
"53","GO:0004136",0.0203678713574104,1,3,3,"deoxyadenosine kinase activity","MF",100,"Control","ADK, DCK, DGUOK"
"54","GO:0004138",0.00652032174607729,1,2,2,"deoxyguanosine kinase activity","MF",100,"Control","DCK, DGUOK"
"55","GO:0004464",0.019001239961692,0.999113391411254,2,5,"leukotriene-C4 synthase activity","MF",40,"Control","ALOX5AP, MGST2"
"56","GO:0004602",0.0236264921820064,0.99683396365174,3,22,"glutathione peroxidase activity","MF",13.6363636363636,"Control","ALOX5AP, MGST2, PTGES"
"57","GO:0004983",0.0260689724785122,0.998290196380496,2,8,"neuropeptide Y receptor activity","MF",25,"Control","GPR83, QRFPR"
"58","GO:0005003",0.0415738361770118,0.987450429410754,7,18,"ephrin receptor activity","MF",38.8888888888889,"Control","EPHA3, EPHA4, EPHA5, EPHA8, EPHB1, EPHB2, EPHA6"
"59","GO:0005005",0.0236115620433099,0.994129455270203,7,15,"transmembrane-ephrin receptor activity","MF",46.6666666666667,"Control","EPHA3, EPHA4, EPHA5, EPHA8, EPHB1, EPHB2, EPHA6"
"60","GO:0005085",0.00804887396753765,0.994942905085593,53,221,"guanyl-nucleotide exchange factor activity","MF",23.9819004524887,"Control","BCR, DOCK1, DOCK3, RAPGEF1, RAP1A, RASGRF1, RASGRF2, SOS1, DENND2B, TIAM1, TRIO, VAV1, VAV2, ARHGEF7, EIF2B3, KALRN, RALGPS1, RAPGEF2, DOCK4, RAPGEF5, ARHGEF11, ELMO1, IQSEC1, DENND4A, VAV3, ARFGEF1, AKAP13, DIS3, RAB3GAP1, MCF2L2, RGL1, DENND5A, MCF2L, PSD3, ARHGEF12, ARHGEF18, ARHGEF26, FBXO8, SERGEF, ARHGEF3, PLCE1, RIC8B, DOCK10, ARHGEF40, FGD6, RIC1, DENND1A, ARHGEF28, DOCK5, SBF2, DOCK7, DENND2C, SPATA13, ARHGEF33"
"61","GO:0005096",0.0324611975542288,0.977176032747014,60,264,"GTPase activator activity","MF",22.7272727272727,"Control","ALDH1A1, ARRB1, ADGRB3, BCR, DOCK1, DOCK3, MYO9A, MYO9B, PLXNB1, RASA2, RGS3, RGS7, RGS12, SOS1, EVI5, RGS5, STXBP5L, RGS6, RAPGEF2, DOCK4, ARHGAP32, TBC1D5, ARHGEF11, SRGAP3, RABGAP1L, DLC1, VAV3, RAB3GAP1, ARHGAP26, SIPA1L3, TBC1D9, TBC1D1, TBC1D12, PLCB1, ARHGEF12, ACAP2, RABGAP1, TBC1D22A, SIPA1L1, ARFGAP3, ASAP1, ARHGAP15, ARHGAP31, ARHGAP20, SMAP1, RGS18, SMAP2, TBC1D15, ARHGAP10, ARHGAP28, DOCK5, ARHGAP39, ARHGAP24, SYDE2, STARD13, TBCK, ARAP2, ARHGAP42, RALGAPA1, ARHGAP40, TBC1D7-LOC100130357"
"62","GO:0005125",0.0359199316763806,0.982105081269346,14,233,"cytokine activity","MF",6.00858369098712,"Control","C5, NRG1, HMGB1, CXCL8, IL16, KITLG, TGFB2, WNT2B, TNFSF11, AIMP1, CXCL13, IL26, IL34, IL27"
"63","GO:0005216",0.0215477414794827,0.9842190974106,85,420,"monoatomic ion channel activity","MF",20.2380952380952,"Control","ASIC2, CACNA1A, CACNA1B, CACNA1D, CACNA1E, CACNA2D1, CACNB4, CFTR, CHRNB2, GABRA5, GABRB1, GABRG1, GABRG2, GABRG3, GABRP, GABRR2, GPM6A, GRIA1, GRIA2, GRIA4, GRID1, GRID2, GRIK2, GRIK4, GRIK5, GRIN2B, KCNC2, KCND2, KCNE1, KCNH1, KCNJ6, KCNJ10, KCNJ15, KCNMA1, KCNN2, KCNN3, KCNQ1, KCNQ3, KCNS3, RYR1, RYR2, SCN1A, SCN7A, SCN8A, SCN9A, KCNAB2, KCNAB3, KCNB2, SCN11A, CLCC1, TRPC4AP, KCNH5, KCNIP1, TPCN1, CLIC5, CLIC6, CNGB3, TRPV6, CACNA2D3, KCNQ5, ANO2, TTYH1, SLC24A3, STIM2, CACNG8, ANO3, NOX5, TRPM3, KCNIP4, HVCN1, KCNH7, PKD1L2, SLC26A7, GRIN3A, CATSPER1, CALHM3, ANO4, KCNH8, TRPM6, TMC4, KCNU1, NALCN, SLC26A11, UNC80, HCN1"
"64","GO:0005244",0.00600603286527137,0.996399218794848,47,199,"voltage-gated monoatomic ion channel activity","MF",23.6180904522613,"Control","CACNA1A, CACNA1B, CACNA1D, CACNA1E, CACNA2D1, CACNB4, GRIN2B, KCNC2, KCND2, KCNE1, KCNH1, KCNJ6, KCNJ10, KCNJ15, KCNMA1, KCNN2, KCNN3, KCNQ1, KCNQ3, KCNS3, RYR1, SCN1A, SCN7A, SCN8A, SCN9A, KCNAB2, KCNAB3, KCNB2, SCN11A, KCNH5, KCNIP1, TPCN1, CLIC5, CLIC6, CACNA2D3, KCNQ5, CACNG8, KCNIP4, HVCN1, KCNH7, GRIN3A, CATSPER1, CALHM3, KCNH8, KCNU1, NALCN, HCN1"
"65","GO:0005248",0.0305039375411144,0.989961237408279,9,22,"voltage-gated sodium channel activity","MF",40.9090909090909,"Control","ASIC2, SCN1A, SCN7A, SCN8A, SCN9A, SCN11A, TPCN1, NALCN, HCN1"
"66","GO:0005249",0.0421237208736046,0.976423544012675,21,99,"voltage-gated potassium channel activity","MF",21.2121212121212,"Control","KCNC2, KCND2, KCNE1, KCNH1, KCNJ6, KCNJ10, KCNJ15, KCNMA1, KCNN2, KCNN3, KCNQ1, KCNQ3, KCNS3, KCNAB2, KCNAB3, KCNB2, KCNH5, KCNQ5, KCNH7, KCNH8, HCN1"
"67","GO:0005283",0.0275625790911707,0.992638017526692,6,23,"amino acid:sodium symporter activity","MF",26.0869565217391,"Control","SLC1A2, SLC1A3, SLC6A11, SLC38A3, SLC6A15, SLC38A7"
"68","GO:0005295",0.0266466951387705,0.99695512315381,3,8,"neutral L-amino acid:sodium symporter activity","MF",37.5,"Control","SLC38A3, SLC6A15, SLC38A7"
"69","GO:0005879",0.0145730190343738,0.995877612740488,8,26,"axonemal microtubule","CC",30.7692307692308,"Control","CEP162, CFAP45, RIBC2, TEKT3, ARL6, EFHC1, SAXO1, CFAP53"
"70","GO:0005881",0.0498472196768536,0.973842224358918,16,83,"cytoplasmic microtubule","CC",19.2771084337349,"Control","APC, CYLD, CEP162, MTUS2, CLASP1, CFAP45, RIBC2, BCAS3, TEKT3, GRAMD2B, CLMP, KIF18A, ARL6, EFHC1, SAXO1, CFAP53, REEP3"
"71","GO:0005891",0.0105306133309071,0.995506773995942,18,52,"voltage-gated calcium channel complex","CC",34.6153846153846,"Control","CACNA1A, CACNA1B, CACNA1D, CACNA1E, CACNA2D1, CACNB4, PDE4B, PDE4D, RYR1, SCN1A, SCN7A, SCN8A, SCN9A, SCN11A, CACNA2D3, CATSPERG, CACNG8, CATSPER1, CATSPERE"
"72","GO:0005911",0.0395320781446865,0.969741585428713,92,493,"cell-cell junction","CC",18.6612576064909,"Control","ADD3, ANK2, ANK3, APC, BMPR2, KRIT1, CDC42, CDH1, CDH2, CDH4, CDH7, CDH8, CDH11, CDH12, CDH13, CDH18, COL17A1, CTNNA1, CTNNA2, CTNND2, CXADR, DLG1, DLG2, DSG1, DSP, EFNA5, EIF4G2, EPHA4, FER, GAB1, GRB2, GRIA1, ITGB1, LYN, MYO1E, PAK1, PCDH9, PRKCH, PTPRK, PTPRM, SCN1A, ADAM17, TIAM1, TJP1, TLN1, VAV1, CDC42BPA, PKP4, YBX3, ABCB11, VAPA, MAGI1, DLG5, RAPGEF2, MAGI2, PTPRU, ACTR3, PATJ, SORBS1, PDLIM5, SIPA1L3, NFASC, KAZN, ADGRL3, PIP5K1C, CRB1, CD2AP, FLRT2, CNTNAP2, TJP3, CDH20, CTNNA3, FRMD4A, AJAP1, BAIAP2L1, CGN, LRRC7, CDH26, CLMP, ARHGAP24, HMCN1, KIRREL3, CGNL1, FRMD5, PARD3B, FRMPD2, PLEKHA7, IGSF11, TMEM65, CADM4, CDHR3, TSPAN33, THEMIS"
"73","GO:0005912",0.0106367008109091,0.993396996623435,49,178,"adherens junction","CC",27.5280898876404,"Control","APC, BMPR2, CDH1, CDH2, CDH4, CDH7, CDH8, CDH11, CDH12, CDH13, CDH18, CTNNA1, CTNNA2, CTNND2, CXADR, DLG1, DLG2, DSP, EFNA5, EIF4G2, EPHA4, FER, LYN, MYO1E, PTPRK, PTPRM, TJP1, TLN1, PKP4, MAGI1, DLG5, SORBS1, PDLIM5, PIP5K1C, CRB1, CDH20, CTNNA3, FRMD4A, AJAP1, BAIAP2L1, LRRC7, CDH26, ARHGAP24, HMCN1, FRMD5, PARD3B, PLEKHA7, CDHR3, TSPAN33"
"74","GO:0005930",0.00207108727879562,0.998973514571473,33,125,"axoneme","CC",26.4,"Control","DNAH5, DNAH6, DNAH8, DNAH9, PIK3C3, PRKAR1A, RP1, TULP3, DNAH11, ATG5, CEP162, CFAP45, DNAH1, CFAP61, RIBC2, CCDC113, PIK3R4, WDPCP, CFAP46, IFT57, DNAH3, DNAH7, WDR35, TEKT3, SPAG16, DNAI4, ARL6, EFHC1, DNHD1, CFAP54, SAXO1, LCA5, SPAG17, CFAP53, DNAJB13"
"75","GO:0006147",0.0304402278997886,1,2,2,"guanine catabolic process","BP",100,"Control","XDH, GDA"
"76","GO:0006152",0.0137313224171968,0.998857612342381,3,7,"purine nucleoside catabolic process","BP",42.8571428571429,"Control","XDH, GDA, ENPP4"
"77","GO:0006161",0.0304402278997886,1,2,2,"deoxyguanosine catabolic process","BP",100,"Control","XDH, GDA"
"78","GO:0006170",0.0203678713574104,1,3,3,"dAMP biosynthetic process","BP",100,"Control","ADK, DCK, DGUOK"
"79","GO:0006195",0.0411601940254655,0.982134019750121,11,53,"purine nucleotide catabolic process","BP",20.7547169811321,"Control","NT5E, PDE4B, PDE4D, PDE9A, XDH, PDE5A, SUCLG2, ENTPD4, GDA, PDE10A, ACOT7"
"80","GO:0006414",0.0114074840767466,0.995921477198064,11,56,"translational elongation","BP",19.6428571428571,"Control","EEF1G, USP10, NEMF, GTPBP1, SECISBP2L, ASCC3, KLHDC10, LTN1, EEF2K, MTRES1, EEFSEC, SECISBP2"
"81","GO:0006451",0.0481238156012875,0.993024382467363,3,8,"translational readthrough","BP",37.5,"Control","SECISBP2L, EEFSEC, SECISBP2"
"82","GO:0006553",0.0189870936562225,0.997558510468565,4,8,"lysine metabolic process","BP",50,"Control","CRYM, DLST, AASS, SLC25A21"
"83","GO:0006554",0.0147133412988416,0.998423119377107,4,7,"lysine catabolic process","BP",57.1428571428571,"Control","CRYM, DLST, AASS, SLC25A21"
"84","GO:0006749",0.0378839609109279,0.988126765249786,6,55,"glutathione metabolic process","BP",10.9090909090909,"Control","CTNS, GCLC, MGST2, SLC1A2, ARL6IP5, ETHE1"
"85","GO:0006821",0.040166413130305,0.976586283602502,24,123,"chloride transport","BP",19.5121951219512,"Control","CFTR, CLNS1A, GABRA5, GABRB1, GABRG1, GABRG2, GABRG3, GABRP, GABRR2, P2RY6, SLC1A3, SLC4A3, SLC12A4, CLCC1, CLIC5, CLIC6, ANO2, SLC4A10, TTYH1, ANO3, SLC26A7, ANO4, SLC5A8, SLC26A11"
"86","GO:0006867",0.0247374239215655,0.998847663898093,2,4,"asparagine transport","BP",50,"Control","SLC38A3, SLC38A7"
"87","GO:0006909",0.011472784880021,0.993186380846075,36,229,"phagocytosis","BP",15.7205240174672,"Control","ABCA1, ABL1, BCR, CDC42, DOCK1, FCGR2B, FYN, HMGB1, IL2RB, ITGAL, ITGB1, LYN, P2RY6, PAK1, PLCG2, PRKCE, PTPRC, VAV1, VAV2, DYSF, ATG5, ELMO1, SPON2, VAV3, MERTK, COLEC10, RAB31, PIP5K1C, HAVCR1, GULP1, ARL8B, CAMK1D, MYO1G, MEGF10, XKR4, TAFA4, XKR6"
