ENO1	NM_001201483	10577	2550
ANO6	NM_001204803	216365	6171
RFC1	NM_001204747	78933	4899
NEIL2	NM_001135748	17683	2016
EXOC7	NM_001145298	22795	4781
GGCX	NM_001142269	16680	7291
ARPC4	NM_001198780	13989	1459
SLC25A1	NM_005984	3289	1681
FAM45A	NR_130122	33920	2377
ZC3H15	NM_018471	23203	2133
AICDA	NM_020661	10681	2794
JPH3	NM_020655	95269	4002
MPST	NM_021126	10073	1349
GBA3	NM_020973	126659	2161
PLGRKT	NM_018465	79971	997
PCDHGB4	NM_032098	2412	2412
ERLEC1	NM_001127397	31889	2504
SERPINF2	NM_000934	12430	2284
MIR646	NR_030376	94	94
MIR649	NR_030379	97	97
MIR378I	NR_039760	76	76
HNRNPCL2	NM_001136561	1367	1156
NPR3	NM_001204375	80393	7450
VIPAS39	NM_001193315	30966	2569
LMX1B	NM_001174147	86590	5797
PNLIPRP1	NM_001303135	18163	1490
PNRC1	NM_006813	4451	2133
CRHR1	NM_004382	51549	2577
CD48	NM_001778	33106	1126
SGSH	NM_000199	11121	2768
SYT3	NM_001160328	17859	2844
SNCA	NM_001146054	112878	3211
TIMM8A	NM_001145951	683	552
OVAAL	NR_125716	7545	1491
ZNF268	NM_001165885	25703	5628
ZNF268	NM_001165884	25703	5331
ZNF268	NM_001165883	25703	5532
ZNF268	NM_001165882	25638	5638
TC2N	NM_001289134	56775	4841
AP3S2	NM_005829	63787	5934
ABL2	NM_007314	130358	12227
EDRF1	NM_015608	44629	4579
SLC39A14	NM_001135154	66879	1744
BUD13	NM_001159736	24829	1804
PROM1	NM_001145852	107893	3857
ZFP92	NM_001136273	3306	1251
DAZAP2	NM_001136269	7994	1219
UBE2Q2	NM_001145335	57004	2979
TXNL4B	NM_001142318	9460	2390
TXNL4B	NM_001142317	9013	2492
C1QTNF9B-AS1	NM_001135816	2651	701
CACFD1	NM_001135775	10823	2629
GTF2H1	NM_001142307	44775	3515
DSN1	NM_001145317	22037	1928
SQSTM1	NM_001142298	31690	2915
DSN1	NM_001145315	22037	2249
ARHGAP25	NM_001166277	92045	2871
RASSF7	NM_001143994	2576	1454
COMT	NM_001135162	18454	2279
COMT	NM_001135161	19039	2262
EVPLL	NM_001145127	11882	1991
MKRN1	NM_001145125	23387	1680
PPP1R17	NM_001145123	21439	1813
TMPRSS2	NM_001135099	43515	3242
RIC3	NM_001135109	62994	5266
FERMT2	NM_001134999	93827	3356
TCP10L2	NM_001145121	12316	2185
GRID2IP	NM_001145118	54659	4632
AADACL2	NM_207365	23853	1500
C2orf61	NM_173649	26931	2139
AMMECR1	NM_015365	123967	5417
ZIM2	NM_015363	66175	2097
PAPPA2	NM_021936	228035	4370
MRPL39	NM_017446	21834	1082
HGD	NM_000187	54404	2010
EIF3A	NM_003750	45794	5305
NDST1	NM_001543	50100	8030
MME	NM_000902	104083	5643
TNP1	NM_003284	601	401
FABP5	NM_001444	4295	731
ARNT	NM_001668	67064	4887
MEP1B	NM_005925	30380	2311
TBX1	NM_005992	26887	1534
NDC80	NM_006101	45125	2172
BCL2L11	NM_001204109	47532	5120
CD1E	NM_001185114	3858	1820
CD1E	NM_001185113	3858	1385
CD1E	NM_001185112	3858	1550
ITGB1	NM_033668	35241	3730
SLC15A2	NM_001145998	49864	5430
FGFR3	NM_001163213	15561	4293
ABLIM2	NM_001130087	193523	3419
ABLIM2	NM_001130086	193523	3503
FES	NM_001143783	10731	2513
PTGR1	NM_001146109	50134	1220
EWSR1	NM_001163287	22675	1573
PTGR1	NM_001146108	36889	1407
TSPAN3	NM_001168412	27211	3661
LRRC10B	NM_001145077	2219	2219
SNX20	NM_001144972	15054	2197
THSD4-AS1	NR_120349	22248	622
ASIC2	NM_001094	1143720	2690
PAX6	NM_000280	26562	6966
POLE2	NM_001197331	38200	1758
ZFYVE19	NM_001077268	7494	2273
BACH2	NM_001170794	370381	9109
GSTK1	NM_001143680	5701	1022
ZFY	NM_001145276	47436	4750
ZFY	NM_001145275	47030	4998
MAP7	NM_001198616	208539	4497
SRPX	NM_001170751	71590	1726
SRPX	NM_001170750	71590	1843
TUBA8	NM_001193414	21046	2095
THOC5	NM_001002879	45489	2561
NOS2	NM_000625	43764	4206
IL4R	NM_000418	50870	3689
TFDP2	NM_001178138	205117	9918
PDE6D	NM_002601	48903	1193
PCDH8	NM_002590	4667	4003
HAX1	NM_006118	3317	1179
TAB1	NM_006116	32129	3224
TOMM40	NM_006114	12470	1707
RUSC1	NM_014328	7182	2550
AKAP2	NM_001198656	123914	7002
RUNX1T1	NM_001198634	140688	7310
NOL9	NM_024654	33252	6712
FGFR2	NM_022970	120129	4643
KIF18A	NM_031217	87584	3463
CABLES2	NM_031215	18654	3785
ABHD17A	NM_031213	8544	1716
IFIT1	NM_001270928	13942	4493
LIMS1	NM_001193485	32435	4674
MAP7	NM_001198617	208539	4326
RBM10	NM_001204467	41598	3399
ANKRD65	NM_001145210	3025	2192
IWS1	NM_017969	45705	3000
RRP36	NM_033112	7953	1159
KCNJ6	NM_002240	291957	2530
MIB2	NM_001170687	15196	3296
CCR7	NM_001838	11715	2184
CCR3	NM_001837	24326	1796
NDST2	NM_003635	9921	3996
IL7R	NM_002185	22729	4600
FKBP3	NM_002013	18931	1347
PHYH	NM_006214	22335	1610
PFKFB2	NM_006212	24543	7073
EAPP	NM_018453	23809	1348
ARMCX6	NM_019007	2884	1848
SPIN2A	NM_019003	1976	1319
PCDHA12	NM_018903	137043	5404
ETAA1	NM_019002	13092	3283
C15orf59-AS1	NR_120352	1589	684
SH3D21	NM_024676	14241	2325
ST7	NM_021908	270581	2899
GABRB2	NM_021911	259695	7409
CTNNA1	NM_001290312	59805	3113
RANBP3	NM_007320	62169	3196
RAPGEF3	NM_006105	23792	5753
HEYL	NM_014571	16246	4114
BEST2	NM_017682	5865	1910
FUT9	NM_006581	199644	12798
TBX6	NM_004608	6091	1802
AVIL	NM_006576	18693	2994
PDIA6	NM_001282704	49095	2684
NR1I3	NM_005122	8545	1381
CAMK2B	NM_001220	108482	4586
POLRMT	NM_005035	16346	3800
INO80E	NM_173618	9582	1185
KCNQ3	NM_004519	359900	11248
AKR1C3	NM_003739	13311	1224
DCHS1	NM_003737	34526	10759
DEFB1	NM_005218	7433	463
SLC1A3	NM_004172	81980	4170
EZH1	NM_001991	44779	4646
HGS	NM_004712	18190	2972
FST	NM_006350	6041	2098
UBE2L6	NM_004223	16053	1261
LCP1	NM_002298	56402	3790
FIBP	NM_004214	4800	1429
LGALS9	NM_002308	18413	1668
LGALS7	NM_002307	2550	494
LGALS3	NM_002306	16214	1000
LRP1	NM_002332	84844	14888
LAMP2	NM_002294	43202	6588
PRIM2	NM_001282488	11559	902
PRIM2	NM_001282487	8747	871
PRKG2	NM_001282485	127748	4735
PRR23D1	NM_001282479	2824	1588
PRR23D1	NM_001282479	2824	1588
C21orf58	NM_001286463	17091	1987
C21orf58	NM_001286462	20396	1674
CT47A7	NM_001080140	3318	1293
CT47A8	NM_001080139	54807	1293
RAP1GDS1	NM_001100429	182486	3611
TBC1D26	NM_178571	12508	1869
KCNC2	NM_139136	169671	3565
PKD1L1	NM_138295	173822	9075
PSME1	NM_001281529	2810	967
PSME1	NM_001281528	2810	1014
SPTLC1	NM_001281303	84341	2825
LIAS	NM_001278592	4791	602
FCGR3B	NM_001271036	7850	2253
MAPK4	NM_002747	171713	4736
GPR21	NM_005294	2023	1595
FFAR1	NM_005303	923	923
FLJ38122	NR_104177	6993	3215
LOC102031319	NR_104163	27125	298
LOC283045	NR_104162	35540	2621
P4HA2-AS1	NR_047470	7930	836
IPO9-AS1	NR_046696	141304	842
MAP4K1	NM_001042600	30396	2714
LIPF	NM_001198830	14427	1427
LIPF	NM_001198829	14427	1526
ORC4	NM_001190881	90365	6328
ORC4	NM_001190879	90351	6710
C11orf80	NM_001302084	98781	2031
BARD1	NM_000465	84066	5506
B4GALT3	NM_001199874	6659	2344
GLRX3	NM_001199868	44008	1352
MARK4	NM_001199867	54026	5163
SEMA4G	NM_001203244	13088	3216
PAX7	NM_002584	105133	2260
ZFAND6	NM_001242916	65833	1659
ZFAND6	NM_001242914	78234	1660
HLA-DRB1	NM_002124	11067	1216
POLD2	NM_006230	8891	1631
NME2	NM_002512	5473	829
ENO2	NM_001975	9246	2423
TP53BP1	NM_005657	103296	6236
AMPD2	NM_004037	11475	3976
STAU1	NM_004602	75029	3518
LIPF	NM_004190	14427	1445
LDHB	NM_002300	22515	1317
UFD1L	NM_005659	29275	1783
TRAF1	NM_005658	24503	4450
TP73	NM_001204184	83637	5049
UQCRFS1	NM_006003	5970	1224
CCIN	NM_005893	1943	1943
GAB1	NM_002039	137736	7820
DRP2	NM_001939	44553	7118
NXT1	NM_013248	4036	1117
NUFIP1	NM_012345	50230	3487
DMD	NM_004012	1293027	9914
FSTL3	NM_005860	7004	2511
ADAM15	NM_003815	11505	2834
EIF1B	NM_005875	2743	1012
SGCE	NM_003919	70986	1700
HERC2	NM_004667	211116	15340
DMD	NM_004019	88713	1571
DMD	NM_004018	147680	4552
DMD	NM_004017	147680	4584
ADRA1A	NM_000680	95701	2281
MEPCE	NM_001194991	5337	1882
ACSBG1	NM_001199377	63863	2968
KIT	NM_000222	82787	5176
PDDC1	NM_182612	10265	4362
POM121L12	NM_182595	1270	1270
ZNF454	NM_182594	25025	2114
YIPF7	NM_182592	29305	937
TAS1R1	NM_138697	24480	2795
INSL3	NM_005543	5062	805
DNM1L	NM_012062	66451	4615
LGALS9	NM_009587	18413	1764
MKRN2	NM_014160	26698	2846
FDFT1	NM_001287751	30166	2104
RBM41	NM_018301	52525	2520
FGGY	NM_018291	465778	2014
CRYBA2	NM_057093	3216	885
SLC30A8	NM_173851	41617	5373
MAX	NM_145112	27421	2013
SYNRG	NM_001163544	94587	7937
NEDD9	NM_001142393	199051	4731
SARDH	NM_001134707	74796	3218
JKAMP	NM_001098625	20964	2399
ERLEC1	NM_001127398	31889	2420
CBX5	NM_001127321	28640	11504
EML2	NM_001193269	34328	2793
PIN4	NM_001170747	82289	1605
OCA2	NM_000275	344436	3138
METTL10	NM_001304467	34111	3660
TOX4	NM_014828	21987	4526
BMP1	NM_001199	36344	2739
STK36	NM_015690	30692	4935
MCM3AP-AS1	NR_002776	22471	2338
PES1	NM_001282327	30389	2693
CXADRP2	NR_024387	2459	2459
RPLP0P2	NR_002775	24414	3525
AOC4P	NR_002773	2073	2073
EPHB6	NM_001280794	16072	3994
SNX3	NM_003795	50044	1760
GPR150	NM_199243	1305	1305
TRMT10A	NM_001134665	17351	3569
LRRC48	NM_001130092	35016	2047
LINC01580	NR_120322	73232	771
ARHGEF7	NM_001113512	179919	5375
GFRA2	NM_001165039	96817	2931
GYG2	NM_001184703	53999	3182
GABRA5	NM_001165037	82085	2764
BTNL8	NM_001159708	51830	2208
HDAC8	NM_001166422	5522	994
RNF182	NM_001165034	55564	3383
RNF182	NM_001165033	54817	3275
ULK2	NM_001142610	97097	3898
FGFR2	NM_001144917	120129	4292
ZNF438	NM_001143771	187302	3317
CACNB4	NM_001145798	266308	7792
RABL2B	NM_001130920	16168	2345
C11orf91	NM_001166692	2633	903
VANGL1	NM_001172411	56272	8685
CIDEC	NM_001199551	13545	1227
AARS	NM_001605	37116	3344
RFC2	NM_002914	22957	1642
APAF1	NM_001160	90134	7029
TNIK	NM_001161566	397906	5530
RMST	NR_024037	68746	2099
CETN4P	NR_024041	2270	629
CRSP8P	NR_003665	1362	1362
CSDE1	NM_001242893	41138	3686
LIMS2	NM_001256542	9833	1744
C11orf74	NM_001276722	64799	1063
FAM231D	NR_111934	4293	1986
ATG16L1	NM_001190267	44104	3401
ATG16L1	NM_001190266	44104	3403
GLRB	NM_001166061	95966	2765
LINC01488	NR_120542	7983	3425
ZNF234	NM_006630	18753	4600
TMA16	NM_018352	26019	1918
FGD6	NM_018351	140716	9288
SEPT9	NM_006640	181082	4457
SCN1A	NM_006920	84480	8100
LOC100129223	NR_126055	9108	5979
DTX4	NM_001300727	37158	5386
C1RL	NM_001297640	14729	3277
LINC00601	NR_073453	8011	1168
SGOL1	NM_001199251	17789	4136
MID1	NM_000381	175325	6463
GDNF	NM_000514	27004	3810
OPN1MW	NM_000513	14268	1998
CSRP1	NM_001193572	13044	1918
NAT8	NM_003960	1688	1073
SMC2	NM_001265602	47160	6002
PLEKHG5	NM_001265592	31005	4794
JADE1	NM_001287443	63381	5648
BRS3	NM_001727	4474	1413
MBNL3	NM_001170702	44261	11296
ACKR1	NM_002036	2488	2008
TCN1	NM_001062	13761	1567
SAFB	NM_001201340	45444	2905
GAGE8	NM_012196	7261	517
ZDHHC6	NM_001303134	16670	2213
PRKCI	NM_002740	83551	4884
NUP98	NM_005387	85964	3949
NNAT	NM_005386	2484	1302
NFIL3	NM_005384	14818	2085
NEU2	NM_005383	2386	1143
SNAR-A6	NR_024227	121	121
SNAR-A8	NR_024228	121	121
SNAR-A8	NR_024228	121	121
SNAR-A8	NR_024228	121	121
SNAR-A8	NR_024228	121	121
SNAR-A8	NR_024228	121	121
CELF4	NM_001025089	322993	3940
TBC1D3F	NM_032258	10913	2079
ATG4C	NM_032852	81165	2724
LTA	NM_001159740	2225	1461
C15orf65	NM_001198784	10188	752
FBXL2	NM_001171713	109821	2793
LOC100996263	NR_121626	8939	436
PRKCH	NM_006255	229538	3860
SETD4	NM_001007261	16681	1261
TTTY2B	NR_003590	22191	1633
CROCCP3	NR_023386	25266	5368
RGL1	NM_001297669	292504	5157
REG3A	NM_002580	2749	809
UTY	NR_047601	232292	5955
KIF25	NM_005355	27217	1354
NCBP2	NM_007362	7192	2170
CENPA	NM_001042426	8573	1350
BHLHB9	NM_001142525	31728	4081
ABI1	NM_001178116	114492	3689
ZNF185	NM_001178115	31811	3230
SORBS2	NM_001145675	71526	3993
LTBP1	NM_001166266	264912	5007
SNORD75	NR_003941	60	60
SNORD80	NR_003940	71	71
SNORD79	NR_003939	81	81
FGFBP3	NM_152429	2914	2564
AMER1	NM_152424	20628	8443
IGFL3	NM_207393	4604	662
MIR487A	NR_030162	80	80
SNORD78	NR_003944	54	54
SNORD77	NR_003943	61	61
SNORD76	NR_003942	81	81
SFMBT1	NM_016329	142507	4558
KCNH7	NM_173162	415501	2451
TRIM49D1	NM_001206627	6239	1474
TRIM49B	NM_001206626	6378	1359
C19orf52	NM_138358	1493	1396
TRIML1	NM_178556	8052	1645
CT47A8	NM_001080139	3318	1293
CT47A8	NM_001080139	3318	1293
CT47A8	NM_001080139	3318	1293
CT47A8	NM_001080139	3318	1293
CT47A8	NM_001080139	3318	1293
CT47A8	NM_001080139	3318	1293
ZNF334	NM_001270497	13930	3957
MESP2	NM_001039958	2394	1611
INTS6	NM_001039938	3656	2494
INTS6	NM_001039937	91575	6973
NUTM2A	NM_001099338	9529	3288
TERF1	NM_017489	38891	2960
PPP1R12C	NM_017607	26688	2965
ZP3	NM_001110354	17117	1300
NR2C1	NM_001127362	43220	2114
RAP1GAP	NM_001145658	55641	3301
MRVI1	NM_001206881	120898	6155
MLST8	NM_001199173	4241	1882
MGAT5B	NM_001199172	81674	4244
HSD17B1	NM_000413	3249	2231
ANKMY1	NM_001282781	78600	2454
LIF	NM_001257135	6405	3790
MED21	NM_001271811	8152	2703
TREML1	NM_001271808	5089	1007
PFKFB1	NM_001271805	65401	1591
CXorf30	NM_001098843	156539	2909
AQP12B	NM_001102467	6483	1114
ACTR3	NR_102318	71619	5575
LRRC20	NR_103468	83681	2791
LRRC20	NR_103467	83681	2809
TCOF1	NM_001135244	42670	4985
C1orf106	NM_001142569	20916	4205
ZBED1	NM_001171136	14554	4510
ZBED1	NM_001171136	14554	4510
LRP12	NM_001135703	99794	4092
BEST1	NM_001139443	13711	2832
BCAP31	NM_001139441	23636	1342
TMED5	NM_001167830	30948	6114
DZANK1	NM_001099407	83819	3500
SYNE4	NM_001039876	5671	1541
GDAP1	NM_001040875	16718	3759
DCAF5	NM_001284207	101680	5738
ELP3	NM_001284222	100922	3154
MED6	NM_001284210	17470	2270
MED6	NM_001284209	17470	2407
ZFX	NM_003410	66519	7604
XPNPEP2	NM_003399	30580	3333
ABI1	NM_005470	114492	3725
LPCAT2	NM_017839	77670	5388
CHRM2	NM_000739	147940	2530
CHRM3	NM_000740	280345	2745
CFHR3	NM_021023	19274	1640
MARVELD3	NM_052858	10053	2685
SLC25A47	NM_207117	7037	1733
DHX57	NM_198963	78146	4825
IGSF1	NM_205833	5264	1963
CHIA	NM_021797	29715	1373
SLC16A4	NM_004696	28232	2629
NUSAP1	NM_016359	48357	2454
IRX4	NM_016358	5340	2221
LIMA1	NM_016357	107791	3738
SLCO4A1	NM_016354	29851	2776
ZBTB46	NM_025224	61836	5233
HAVCR1	NM_012206	28957	1841
ACSBG1	NM_015162	63863	2980
ARID4A	NM_023000	75230	5610
PRRC2C	NM_015172	107985	10384
MARCO	NM_006770	52492	1835
TCF25	NM_014972	37799	2259
ARRDC3	NM_020801	14609	4161
CCL19	NM_006274	1708	684
ADIPOR2	NM_024551	97599	3965
TSPY2	NM_022573	2790	1160
FLVCR2	NM_017791	69573	3654
RGS3	NM_017790	78392	2576
GH2	NM_022556	1731	859
CEP170	NM_014812	130979	7184
METTL2B	NM_018396	26196	2182
PHRF1	NM_020901	35777	5560
SCYL1	NM_020680	13635	2649
BHLHB9	NM_001142527	31728	4069
BHLHB9	NM_001142526	31728	4017
ANTXR2	NM_001145794	95816	2304
POLR3B	NM_001160708	152117	4120
SCEL	NM_001160706	109590	3100
RREB1	NM_001168344	144384	8532
PLA2G7	NM_001168357	31378	1748
DISC1	NM_001164537	414459	7156
SAMD9	NM_001193307	18511	6754
HHAT	NM_001170587	347389	3507
KIF21B	NM_001252103	54315	9285
FIBCD1	NM_032843	36415	3257
H2AFJ	NM_177925	3667	3667
ZEB1	NM_001174096	210642	5991
CYB5R3	NM_001171661	29150	2983
UTY	NM_001258252	232292	6661
DIXDC1	NM_001278542	48852	1945
LDLRAD4	NM_181481	374650	8484
ERBB4	NM_001042599	1162911	11875
FBXW7	NM_001013415	61255	3570
PRDM8	NM_001099403	6826	3129
PREPL	NM_001042386	42141	5767
ASPG	NM_001080464	27024	1972
BBIP1	NM_001195305	20637	2211
SMARCA4	NM_001128849	101151	5580
SMARCA4	NM_001128848	78131	5308
GJB6	NM_001110220	10434	2030
NR1I3	NM_001077472	8545	1256
NR1I3	NM_001077471	8545	1264
RNASE9	NM_001110360	4839	1212
PIGX	NM_001166304	23632	3093
LRRC8B	NM_001134476	73024	7737
PPT1	NM_000310	24761	2504
APP	NM_001136130	290278	3465
TMEM2	NM_001135820	85519	6334
FBXW12	NM_207102	22482	1647
C16orf74	NM_206967	43566	897
FTCD	NM_206965	18788	1877
C1orf123	NM_001304759	6540	1049
PASD1	NM_173493	113205	3250
LTK	NM_206961	10246	2944
NBPF4	NM_001143989	20741	2499
MTRNR2L1	NM_001190452	1555	1555
P3H1	NM_001146289	20750	2705
DYSF	NM_001130981	233141	7004
LTBP3	NM_001164266	19670	4557
PPP2R5A	NM_001199756	60058	2660
CPT1C	NM_001199753	22624	2854
DMXL1	NM_005509	178043	11477
TSPO	NM_000714	11729	881
BCKDHA	NM_000709	27217	1774
SLC26A8	NM_001193476	81015	3410
MIR6511A4	NR_106971	67	67
TMEM205	NM_001145416	3530	797
PRL	NM_001163558	15610	1033
PITRM1	NM_001242307	35115	3490
C10orf2	NM_001163813	6866	1781
SGOL2	NM_001160046	54527	4029
GKAP1	NM_001135953	78417	1720
PPP1R21	NM_001193475	74624	3050
DAG1	NM_001177635	65487	5418
DAG1	NM_001177634	65487	5829
SUCLG2	NM_001177599	294155	1520
SMN1	NM_000344	28071	1624
SLC12A3	NM_000339	50644	5567
ETV1	NM_001163147	98787	6542
MAP7	NM_001198614	184326	4515
F11R	NM_016946	26133	4830
TAS2R16	NM_016945	996	996
ARPP21	NM_001267617	153479	3167
ARMC3	NM_001282747	110500	3258
PTPRVP	NR_002930	21399	4095
SH3GLB1	NM_001206653	43615	6235
IGLL5	NM_001256296	8054	939
FMO9P	NR_002925	21321	1362
PDE1A	NM_001258313	259162	2338
TTTY3B	NR_002176	4899	344
IMMP1L	NM_001304274	77230	741
PUF60	NM_078480	13043	1939
C9orf173	NM_001256701	2223	1026
TRA2B	NM_001243879	23567	4154
JOSD2	NM_001270641	5359	873
JOSD2	NM_001270639	5359	999
PPFIA3	NR_103842	31642	4519
OLIG3	NM_175747	2196	2196
NUTM1	NM_175741	14423	4196
RAB37	NM_175738	76219	3045
PTPMT1	NM_175732	8032	2631
TSC22D3	NM_001015881	3260	1747
CHST12	NM_001243795	31022	2119
AK6	NM_001015891	18288	1183
NLRP6	NM_001276700	6819	2760
PSG4	NM_001276495	13073	1889
SERPINB8	NM_001276490	19346	3195
NOP2	NM_001033714	11463	2748
CRCP	NM_014478	39749	2801
TP53TG5	NM_014477	4438	981
ME1	NM_002395	220829	3517
GPR18	NM_005292	3716	1661
HIRA	NM_003325	100996	4013
HCFC1	NM_005334	23812	8426
FRYL	NM_015030	282937	11706
CTNNA3	NM_001291133	490201	2774
POLD3	NM_006591	50531	3824
COX6C	NM_004374	16020	921
COPA	NM_004371	54978	5639
SLC39A10	NM_001127257	80895	5371
LINC01520	NR_120671	42410	1492
NEURL1-AS1	NR_120675	37840	689
NEURL1-AS1	NR_120676	5663	495
PRKD2	NM_001079880	42812	3322
TCF4	NM_001083962	366299	8332
PEX5	NM_001131025	21798	3727
TDG	NM_003211	23064	3244
STOML2	NM_013442	3420	1431
IARS	NM_013417	83549	4711
TMEM44	NM_001011655	45749	2349
SLC25A29	NM_001039355	15437	2399
USP17L18	NM_001256859	1593	1593
USP17L18	NM_001256859	1593	1593
RABGAP1L	NM_001243765	195411	6856
UBE2F	NR_103499	75837	2115
TCEAL5	NM_001012979	3180	1166
SATL1	NM_001012980	16683	2152
BEX5	NM_001012978	2308	819
ZMYND11	NM_001202464	119154	3909
LOC101928837	NR_120561	482	348
HMGCLL1	NM_001042406	144842	2471
CT47A4	NM_001080143	3318	1293
RUSC1	NM_001105205	7182	2507
FAM25G	NM_001137549	4464	334
FAM25G	NM_001137549	4467	334
HOXA10	NM_018951	3746	2571
POLR1A	NM_015425	79828	6637
IGFALS	NM_001146006	3321	2200
SCAF4	NM_001145445	61119	4203
SPNS1	NM_001142448	9774	1976
DOCK9	NM_001130048	184598	7639
ZC3H10	NM_032786	4277	2149
C1QTNF9	NM_001303138	15366	1850
C1QTNF9	NM_001303137	12954	1910
C1QTNF9	NM_178540	12954	1826
METTL3	NM_019852	13243	2022
GDPD1	NM_182569	55503	3284
MRPL43	NM_176794	6139	894
UBALD2	NM_182565	6094	1589
FAM169B	NM_182562	77221	3298
C14orf177	NM_182560	6154	1289
HARS	NM_001289092	17824	2084
MFAP2	NM_002403	6175	1101
NRAS	NM_002524	12431	4454
MAP3K1	NM_005921	81079	7511
TNFRSF4	NM_003327	2843	1104
FFAR2	NM_005306	2053	2053
GPR20	NM_005293	10779	1526
ALX3	NM_006492	10326	1478
