"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","hitsPerc","Condition","genes"
"32","GO:0003149",0.0209900230762412,0.997943357782985,3,7,"membranous septum morphogenesis","BP",42.8571428571429,"Control","FGFR2, TGFB2, TGFBR2"
"33","GO:0003151",0.00233878049536149,0.999073144500658,19,81,"outflow tract morphogenesis","BP",23.4567901234568,"Control","BMPR2, CDC42, ATF2, EYA1, FGFR2, HES1, RBPJ, LRP2, ROBO1, ROBO2, RYR1, TGFB2, TGFBR2, NRP2, HAND2, SEMA3C, ZFPM2, NIPBL, TBX20"
"34","GO:0003170",0.016852592113467,0.992221139050872,17,72,"heart valve development","BP",23.6111111111111,"Control","APC, BMPR2, CDH11, RBPJ, SMAD2, MDM2, ROBO1, ROBO2, SHOX2, SLIT3, TBX5, TGFB2, TGFBR2, SLIT2, ADAMTS9, TBX20, STRA6"
"35","GO:0003177",0.011590925685096,0.996762694654995,9,23,"pulmonary valve development","BP",39.1304347826087,"Control","BMPR2, RBPJ, SMAD2, ROBO1, ROBO2, TGFB2, SLIT2, TBX20, STRA6"
"36","GO:0003179",0.048558538929597,0.976217000567759,14,60,"heart valve morphogenesis","BP",23.3333333333333,"Control","BMPR2, CDH11, SMAD2, MDM2, ROBO1, ROBO2, SLIT3, TBX5, TGFB2, TGFBR2, SLIT2, ADAMTS9, TBX20, STRA6"
"37","GO:0003184",0.0377971649005067,0.988666799357903,7,19,"pulmonary valve morphogenesis","BP",36.8421052631579,"Control","SMAD2, ROBO1, ROBO2, TGFB2, SLIT2, TBX20, STRA6"
"38","GO:0003197",0.017077438655864,0.993574645895934,11,51,"endocardial cushion development","BP",21.5686274509804,"Control","APC, BMPR2, RBPJ, SMAD2, MDM2, ROBO1, ROBO2, TBX5, TGFB2, TGFBR2, TBX20"
"39","GO:0003203",0.0351104936655436,0.986755798039672,9,40,"endocardial cushion morphogenesis","BP",22.5,"Control","APC, RBPJ, SMAD2, MDM2, ROBO1, ROBO2, TGFB2, TGFBR2, TBX20"
"40","GO:0003205",0.0323456709161326,0.980129358930616,31,166,"cardiac chamber development","BP",18.6746987951807,"Control","AP2B1, ANK2, BMPR2, DSP, FGFR2, NRG1, HES1, RBPJ, LRP2, MDM2, MYL2, ROBO1, ROBO2, RYR2, SHOX2, SLIT3, SOS1, TBX5, TGFB2, TGFBR2, DNAH11, NRP2, SLIT2, HAND2, SEMA3C, ZFPM2, TBX20, STRA6, GREB1L, XIRP2, TMEM65"
"41","GO:0003206",0.0172991193869025,0.990610046801387,25,125,"cardiac chamber morphogenesis","BP",20,"Control","BMPR2, DSP, FGFR2, NRG1, HES1, RBPJ, LRP2, MDM2, MYL2, ROBO1, ROBO2, RYR2, SHOX2, SLIT3, SOS1, TBX5, TGFB2, TGFBR2, DNAH11, NRP2, SLIT2, HAND2, SEMA3C, ZFPM2, TBX20"
"42","GO:0003208",0.040543401281633,0.980386169297565,14,71,"cardiac ventricle morphogenesis","BP",19.7183098591549,"Control","DSP, FGFR2, NRG1, RBPJ, LRP2, MYL2, RYR2, TBX5, TGFB2, TGFBR2, HAND2, SEMA3C, ZFPM2, TBX20"
"43","GO:0003209",0.0494783795833769,0.984405811316741,6,27,"cardiac atrium morphogenesis","BP",22.2222222222222,"Control","BMPR2, SHOX2, SOS1, TBX5, TGFB2, TBX20"
"44","GO:0003230",0.0427316554124551,0.984385226486433,8,35,"cardiac atrium development","BP",22.8571428571429,"Control","ANK2, BMPR2, MDM2, SHOX2, SOS1, TBX5, TGFB2, TBX20"
"45","GO:0003231",0.0121345501077245,0.993552063761479,26,125,"cardiac ventricle development","BP",20.8,"Control","AP2B1, BMPR2, DSP, FGFR2, NRG1, HES1, RBPJ, LRP2, MDM2, MYL2, ROBO1, ROBO2, RYR2, SLIT3, TBX5, TGFB2, TGFBR2, SLIT2, HAND2, SEMA3C, ZFPM2, TBX20, STRA6, GREB1L, XIRP2, TMEM65"
"46","GO:0003253",0.0498492549388741,0.992124445618767,3,10,"cardiac neural crest cell migration involved in outflow tract morphogenesis","BP",30,"Control","CDC42, HAND2, SEMA3C"
"47","GO:0003263",0.00495335865016404,0.999504810648711,4,11,"cardioblast proliferation","BP",36.3636363636364,"Control","EYA1, HES1, TBX5, HAND2"
"48","GO:0003264",0.00495335865016404,0.999504810648711,4,11,"regulation of cardioblast proliferation","BP",36.3636363636364,"Control","EYA1, HES1, TBX5, HAND2"
"49","GO:0003266",0.0039662808039818,0.999659288429219,4,9,"regulation of secondary heart field cardioblast proliferation","BP",44.4444444444444,"Control","EYA1, HES1, TBX5, HAND2"
"50","GO:0003278",0.0207283887576846,0.998986487929883,2,5,"apoptotic process involved in heart morphogenesis","BP",40,"Control","TGFB2, HAND2"
"51","GO:0003279",0.0425817079820055,0.975752853336457,22,106,"cardiac septum development","BP",20.7547169811321,"Control","AP2B1, ANK2, BMPR2, FGFR2, HES1, RBPJ, LRP2, MDM2, ROBO1, ROBO2, SLIT3, TBX5, TGFB2, TGFBR2, DNAH11, NRP2, SLIT2, SEMA3C, ZFPM2, TBX20, STRA6, XIRP2"
"52","GO:0003281",0.0235006469316696,0.988714300558719,17,72,"ventricular septum development","BP",23.6111111111111,"Control","AP2B1, BMPR2, FGFR2, HES1, RBPJ, LRP2, MDM2, ROBO1, ROBO2, SLIT3, TBX5, TGFB2, TGFBR2, SLIT2, ZFPM2, STRA6, XIRP2"
"53","GO:0003283",0.0326798945908863,0.991053301207105,6,21,"atrial septum development","BP",28.5714285714286,"Control","ANK2, BMPR2, MDM2, TBX5, TGFB2, TBX20"
"54","GO:0003341",0.0112882956932737,0.993590008609239,32,167,"cilium movement","BP",19.1616766467066,"Control","BBS4, DNAH5, DNAH6, DNAH8, DNAH9, RFX3, TACR1, TACR3, DNAH11, CEP131, VPS13A, CFAP45, DNAH1, CFAP61, DDX4, ROPN1, CFAP46, DNAH3, DNAH7, TEKT3, SPAG16, DNAI4, TEX101, TTC29, CATSPER1, CCDC38, DNHD1, CFAP54, SLC9B1, NEK10, SPAG17, TCTE1, PRSS55, CFAP53, CATSPERE"
"55","GO:0003352",0.0301576781087956,0.990419231585525,7,36,"regulation of cilium movement","BP",19.4444444444444,"Control","BBS4, TACR1, TACR3, DNAH11, CFAP45, TEX101, CATSPER1"
"56","GO:0004136",0.0197416581694558,1,3,3,"deoxyadenosine kinase activity","MF",100,"Control","ADK, DCK, DGUOK"
"57","GO:0004138",0.00735334202837585,1,2,2,"deoxyguanosine kinase activity","MF",100,"Control","DCK, DGUOK"
"58","GO:0004464",0.0231447720105968,0.998798984425775,2,5,"leukotriene-C4 synthase activity","MF",40,"Control","ALOX5AP, MGST2"
"59","GO:0004602",0.0374826471172316,0.993995756279035,3,22,"glutathione peroxidase activity","MF",13.6363636363636,"Control","ALOX5AP, MGST2, PTGES"
"60","GO:0004983",0.0354827474560965,0.997249008665683,2,8,"neuropeptide Y receptor activity","MF",25,"Control","GPR83, QRFPR"
"61","GO:0004984",0.00465551647874808,0.998625196214163,9,377,"olfactory receptor activity","MF",2.38726790450928,"Control","OR7A17, OR51J1, OR4P4, OR6K2, OR14C36, OR5L1, OR10S1, OR9Q1, OR52B2, OR51B5"
"62","GO:0005003",0.0418344931017179,0.98735287785277,7,18,"ephrin receptor activity","MF",38.8888888888889,"Control","EPHA3, EPHA4, EPHA5, EPHA8, EPHB1, EPHB2, EPHA6"
"63","GO:0005005",0.0233047045129998,0.994222323126804,7,15,"transmembrane-ephrin receptor activity","MF",46.6666666666667,"Control","EPHA3, EPHA4, EPHA5, EPHA8, EPHB1, EPHB2, EPHA6"
"64","GO:0005085",0.00925847181683844,0.994134368525541,53,221,"guanyl-nucleotide exchange factor activity","MF",23.9819004524887,"Control","BCR, DOCK1, DOCK3, RAPGEF1, RAP1A, RASGRF1, RASGRF2, SOS1, DENND2B, TIAM1, TRIO, VAV1, VAV2, ARHGEF7, EIF2B3, KALRN, RALGPS1, RAPGEF2, DOCK4, RAPGEF5, ARHGEF11, ELMO1, IQSEC1, DENND4A, VAV3, ARFGEF1, AKAP13, DIS3, RAB3GAP1, MCF2L2, RGL1, DENND5A, MCF2L, PSD3, ARHGEF12, ARHGEF18, ARHGEF26, FBXO8, SERGEF, ARHGEF3, PLCE1, RIC8B, DOCK10, ARHGEF40, FGD6, RIC1, DENND1A, ARHGEF28, DOCK5, SBF2, DOCK7, DENND2C, SPATA13, ARHGEF33"
"65","GO:0005096",0.0253510127517577,0.982400792572508,61,264,"GTPase activator activity","MF",23.1060606060606,"Control","ALDH1A1, ARRB1, ADGRB3, BCR, BNIP2, DOCK1, DOCK3, MYO9A, MYO9B, PLXNB1, RASA2, RGS3, RGS7, RGS12, SOS1, EVI5, RGS5, STXBP5L, RGS6, RAPGEF2, DOCK4, ARHGAP32, TBC1D5, ARHGEF11, SRGAP3, RABGAP1L, DLC1, VAV3, RAB3GAP1, ARHGAP26, SIPA1L3, TBC1D9, TBC1D1, TBC1D12, PLCB1, ARHGEF12, ACAP2, RABGAP1, TBC1D22A, SIPA1L1, ARFGAP3, ASAP1, ARHGAP15, ARHGAP31, ARHGAP20, SMAP1, RGS18, SMAP2, TBC1D15, ARHGAP10, ARHGAP28, DOCK5, ARHGAP39, ARHGAP24, SYDE2, STARD13, TBCK, ARAP2, ARHGAP42, RALGAPA1, ARHGAP40, TBC1D7-LOC100130357"
"66","GO:0005125",0.0250172931458683,0.987485558479377,16,233,"cytokine activity","MF",6.86695278969957,"Control","C5, NRG1, HMGB1, CXCL8, IL16, KITLG, PPBP, CCL14, TGFB2, WNT2B, TNFSF11, AIMP1, CXCL13, IL26, IL34, IL27"
"67","GO:0005154",0.0410078433697803,0.983723319609167,10,34,"epidermal growth factor receptor binding","MF",29.4117647058824,"Control","ERBB4, FER, GRB2, HIP1, SHC1, SNX1, SOS1, VAV2, VAV3, LINGO1"
"68","GO:0005216",0.0257860628859618,0.980942824712464,85,420,"monoatomic ion channel activity","MF",20.2380952380952,"Control","ASIC2, CACNA1A, CACNA1B, CACNA1D, CACNA1E, CACNA2D1, CACNB4, CFTR, CHRNB2, GABRA5, GABRB1, GABRG1, GABRG2, GABRG3, GABRP, GABRR2, GPM6A, GRIA1, GRIA2, GRIA4, GRID1, GRID2, GRIK2, GRIK4, GRIK5, GRIN2B, KCNC2, KCND2, KCNE1, KCNH1, KCNJ6, KCNJ10, KCNJ15, KCNMA1, KCNN2, KCNN3, KCNQ1, KCNQ3, KCNS3, RYR1, RYR2, SCN1A, SCN7A, SCN8A, SCN9A, KCNAB2, KCNAB3, KCNB2, SCN11A, CLCC1, TRPC4AP, KCNH5, KCNIP1, TPCN1, CLIC5, CLIC6, CNGB3, TRPV6, CACNA2D3, KCNQ5, ANO2, TTYH1, SLC24A3, STIM2, CACNG8, ANO3, NOX5, TRPM3, KCNIP4, HVCN1, KCNH7, PKD1L2, SLC26A7, GRIN3A, CATSPER1, CALHM3, ANO4, KCNH8, TRPM6, TMC4, KCNU1, NALCN, SLC26A11, UNC80, HCN1"
"69","GO:0005244",0.00693368737859993,0.995806312376346,47,199,"voltage-gated monoatomic ion channel activity","MF",23.6180904522613,"Control","CACNA1A, CACNA1B, CACNA1D, CACNA1E, CACNA2D1, CACNB4, GRIN2B, KCNC2, KCND2, KCNE1, KCNH1, KCNJ6, KCNJ10, KCNJ15, KCNMA1, KCNN2, KCNN3, KCNQ1, KCNQ3, KCNS3, RYR1, SCN1A, SCN7A, SCN8A, SCN9A, KCNAB2, KCNAB3, KCNB2, SCN11A, KCNH5, KCNIP1, TPCN1, CLIC5, CLIC6, CACNA2D3, KCNQ5, CACNG8, KCNIP4, HVCN1, KCNH7, GRIN3A, CATSPER1, CALHM3, KCNH8, KCNU1, NALCN, HCN1"
"70","GO:0005248",0.0304050757886914,0.989999499571223,9,22,"voltage-gated sodium channel activity","MF",40.9090909090909,"Control","ASIC2, SCN1A, SCN7A, SCN8A, SCN9A, SCN11A, TPCN1, NALCN, HCN1"
"71","GO:0005249",0.047268541705919,0.973189450656431,21,99,"voltage-gated potassium channel activity","MF",21.2121212121212,"Control","KCNC2, KCND2, KCNE1, KCNH1, KCNJ6, KCNJ10, KCNJ15, KCNMA1, KCNN2, KCNN3, KCNQ1, KCNQ3, KCNS3, KCNAB2, KCNAB3, KCNB2, KCNH5, KCNQ5, KCNH7, KCNH8, HCN1"
"72","GO:0005283",0.0326724909015641,0.990910775093168,6,23,"amino acid:sodium symporter activity","MF",26.0869565217391,"Control","SLC1A2, SLC1A3, SLC6A11, SLC38A3, SLC6A15, SLC38A7"
"73","GO:0005295",0.0307443158388194,0.996282219575849,3,8,"neutral L-amino acid:sodium symporter activity","MF",37.5,"Control","SLC38A3, SLC6A15, SLC38A7"
"74","GO:0005549",0.0132286172778224,0.997757268091487,4,106,"odorant binding","MF",3.77358490566038,"Control","OR6K2, OR14C36, OR5L1, OR9Q1"
"75","GO:0005879",0.0162411687540064,0.995310581161506,8,26,"axonemal microtubule","CC",30.7692307692308,"Control","CEP162, CFAP45, RIBC2, TEKT3, ARL6, EFHC1, SAXO1, CFAP53"
"76","GO:0005891",0.0105788606120257,0.995483465829574,18,52,"voltage-gated calcium channel complex","CC",34.6153846153846,"Control","CACNA1A, CACNA1B, CACNA1D, CACNA1E, CACNA2D1, CACNB4, PDE4B, PDE4D, RYR1, SCN1A, SCN7A, SCN8A, SCN9A, SCN11A, CACNA2D3, CATSPERG, CACNG8, CATSPER1, CATSPERE"
"77","GO:0005911",0.0490595875959769,0.962024118259273,92,493,"cell-cell junction","CC",18.6612576064909,"Control","ADD3, ANK2, ANK3, APC, BMPR2, KRIT1, CDC42, CDH1, CDH2, CDH4, CDH7, CDH8, CDH11, CDH12, CDH13, CDH18, COL17A1, CTNNA1, CTNNA2, CTNND2, CXADR, DLG1, DLG2, DSG1, DSP, EFNA5, EIF4G2, EPHA4, FER, GAB1, GRB2, GRIA1, ITGB1, LYN, MYO1E, PAK1, PCDH9, PRKCH, PTPRK, PTPRM, SCN1A, ADAM17, TIAM1, TJP1, TLN1, VAV1, CDC42BPA, PKP4, YBX3, ABCB11, VAPA, MAGI1, DLG5, RAPGEF2, MAGI2, PTPRU, ACTR3, PATJ, SORBS1, PDLIM5, SIPA1L3, NFASC, KAZN, ADGRL3, PIP5K1C, CRB1, CD2AP, FLRT2, CNTNAP2, TJP3, CDH20, CTNNA3, FRMD4A, AJAP1, BAIAP2L1, CGN, LRRC7, CDH26, CLMP, ARHGAP24, HMCN1, KIRREL3, CGNL1, FRMD5, PARD3B, FRMPD2, PLEKHA7, IGSF11, TMEM65, CADM4, CDHR3, TSPAN33, THEMIS"
"78","GO:0005912",0.0107944155436408,0.993291867205877,49,178,"adherens junction","CC",27.5280898876404,"Control","APC, BMPR2, CDH1, CDH2, CDH4, CDH7, CDH8, CDH11, CDH12, CDH13, CDH18, CTNNA1, CTNNA2, CTNND2, CXADR, DLG1, DLG2, DSP, EFNA5, EIF4G2, EPHA4, FER, LYN, MYO1E, PTPRK, PTPRM, TJP1, TLN1, PKP4, MAGI1, DLG5, SORBS1, PDLIM5, PIP5K1C, CRB1, CDH20, CTNNA3, FRMD4A, AJAP1, BAIAP2L1, LRRC7, CDH26, ARHGAP24, HMCN1, FRMD5, PARD3B, PLEKHA7, CDHR3, TSPAN33"
"79","GO:0005930",0.0024748802551552,0.998758188024428,33,125,"axoneme","CC",26.4,"Control","DNAH5, DNAH6, DNAH8, DNAH9, PIK3C3, PRKAR1A, RP1, TULP3, DNAH11, ATG5, CEP162, CFAP45, DNAH1, CFAP61, RIBC2, CCDC113, PIK3R4, WDPCP, CFAP46, IFT57, DNAH3, DNAH7, WDR35, TEKT3, SPAG16, DNAI4, ARL6, EFHC1, DNHD1, CFAP54, SAXO1, LCA5, SPAG17, CFAP53, DNAJB13"
"80","GO:0006147",0.0313294901911572,1,2,2,"guanine catabolic process","BP",100,"Control","XDH, GDA"
"81","GO:0006152",0.0161196434475005,0.998574015420715,3,7,"purine nucleoside catabolic process","BP",42.8571428571429,"Control","XDH, GDA, ENPP4"
"82","GO:0006161",0.0313294901911572,1,2,2,"deoxyguanosine catabolic process","BP",100,"Control","XDH, GDA"
"83","GO:0006170",0.0197416581694558,1,3,3,"dAMP biosynthetic process","BP",100,"Control","ADK, DCK, DGUOK"
"84","GO:0006195",0.0479835090346354,0.978629552719029,11,53,"purine nucleotide catabolic process","BP",20.7547169811321,"Control","NT5E, PDE4B, PDE4D, PDE9A, XDH, PDE5A, SUCLG2, ENTPD4, GDA, PDE10A, ACOT7"
"85","GO:0006414",0.0152991799904339,0.994287131452583,11,56,"translational elongation","BP",19.6428571428571,"Control","EEF1G, USP10, NEMF, GTPBP1, SECISBP2L, ASCC3, KLHDC10, LTN1, EEF2K, MTRES1, EEFSEC, SECISBP2"
"86","GO:0006553",0.0198810957471789,0.99740576586732,4,8,"lysine metabolic process","BP",50,"Control","CRYM, DLST, AASS, SLC25A21"
"87","GO:0006554",0.0152242943835416,0.998350600899979,4,7,"lysine catabolic process","BP",57.1428571428571,"Control","CRYM, DLST, AASS, SLC25A21"
"88","GO:0006821",0.0483715064942886,0.971241896813889,24,123,"chloride transport","BP",19.5121951219512,"Control","CFTR, CLNS1A, GABRA5, GABRB1, GABRG1, GABRG2, GABRG3, GABRP, GABRR2, P2RY6, SLC1A3, SLC4A3, SLC12A4, CLCC1, CLIC5, CLIC6, ANO2, SLC4A10, TTYH1, ANO3, SLC26A7, ANO4, SLC5A8, SLC26A11"
"89","GO:0006867",0.0284281188890414,0.998570960977024,2,4,"asparagine transport","BP",50,"Control","SLC38A3, SLC38A7"
