#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000198.1	1	90085	25667	89200	99.0176	40.942	30.8	41
GL000208.1	1	92689	69797	92564	99.8651	106.314	30.8	32.2
GL000191.1	1	106433	17907	105963	99.5584	24.3223	30.6	16.7
GL000227.1	1	128374	27570	127987	99.6985	31.0129	30.7	6.97
GL000228.1	1	129120	48033	110766	85.7853	51.6148	30.7	9.18
GL000214.1	1	137718	706207	137592	99.9085	735.862	30.5	23.2
GL000221.1	1	155397	89020	154433	99.3797	82.82	30.8	10.3
GL000209.1	1	159169	10014	100989	63.4477	8.94682	30.6	8.34
GL000218.1	1	161147	112231	161063	99.9479	101.083	30.7	33.1
GL000220.1	1	161802	1674302	161202	99.6292	1446.01	30.1	52.5
GL000213.1	1	164239	27660	161416	98.2812	24.2388	30.8	12.6
GL000211.1	1	166566	51881	166057	99.6944	44.8986	30.7	43.8
GL000199.1	1	169874	102429	165484	97.4157	85.395	30.8	7.75
GL000217.1	1	172149	80612	171219	99.4598	67.7483	30.8	13.8
GL000216.1	1	172294	86373	172179	99.9333	68.6118	30.6	32.1
GL000215.1	1	172545	25906	170979	99.0924	21.6781	30.8	5.83
GL000205.1	1	174588	180229	174504	99.9519	147.401	30.7	43.5
GL000219.1	1	179198	125294	179198	100	97.9444	30.7	51
GL000224.1	1	179693	541580	178680	99.4363	431.548	30.4	20.7
GL000223.1	1	180455	30823	177462	98.3414	23.9022	30.6	1.61
GL000195.1	1	182896	227708	182685	99.8846	180.18	30.8	45.7
GL000212.1	1	186858	85293	183738	98.3303	65.7105	30.7	40.5
GL000222.1	1	186861	31160	179034	95.8113	24.0126	30.7	14.6
GL000200.1	1	187035	28111	181660	97.1262	21.6609	30.8	0.00455
GL000193.1	1	189789	146365	188428	99.2829	111.565	30.7	44.8
GL000194.1	1	191469	68601	187799	98.0832	51.6068	30.7	22.5
GL000225.1	1	211173	141921	210228	99.5525	90.3372	30.6	29
GL000192.1	1	547496	200330	540968	98.8077	52.781	30.7	25.6
NC_007605	1	171823	118	270	0.157138	0.0296701	18.9	15
hs37d5	1	35477943	15999141	31653392	89.2199	60.2466	30.5	31.8
