#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000235.1	1	34474	32793	34432	99.8782	138.618	31.1	42.4
GL000201.1	1	36148	2388	31673	87.6203	9.51837	30.7	2.24
GL000247.1	1	36422	15704	36292	99.6431	62.369	31	7.73
GL000245.1	1	36651	35685	36639	99.9673	141.997	31.1	4.6
GL000197.1	1	37175	9799	36269	97.5629	34.5759	30.3	6.22
GL000203.1	1	37498	8402	37119	98.9893	32.3751	31.1	24.8
GL000246.1	1	38154	11055	38075	99.7929	42.1246	31	13.9
GL000249.1	1	38502	13441	38500	99.9948	50.8134	30.9	1.03
GL000196.1	1	38914	13293	38885	99.9255	49.6706	31	6.61
GL000248.1	1	39786	22019	39478	99.2259	79.8419	30.9	10.2
GL000244.1	1	39929	10836	39560	99.0759	39.3145	31.1	1.87
GL000238.1	1	39939	8199	38690	96.8727	29.8534	31	9.3
GL000202.1	1	40103	6656	39432	98.3268	23.9937	30.7	30.3
GL000234.1	1	40531	36720	40526	99.9877	131.692	31	49.8
GL000232.1	1	40652	37781	40641	99.9729	135.626	31.1	45.1
GL000206.1	1	41001	3863	37670	91.8758	13.5253	30.8	4.65
GL000240.1	1	41933	22713	41924	99.9785	78.2313	31	25.3
GL000236.1	1	41934	11808	41922	99.9714	40.8015	31	8.13
GL000241.1	1	42152	38711	42152	100	132.988	31.1	45.1
GL000243.1	1	43341	31115	43090	99.4209	100.727	30.8	7.96
GL000242.1	1	43523	8475	42654	98.0034	28.1472	30.8	9.19
GL000230.1	1	43691	18077	43673	99.9588	59.3099	31	35.3
GL000237.1	1	45867	50853	45867	100	157.625	30.7	24.4
GL000233.1	1	45941	16168	45919	99.9521	50.7388	31	28
GL000204.1	1	81310	17300	80615	99.1452	30.4065	30.6	46.1
GL000198.1	1	90085	27847	87718	97.3725	44.6707	31.1	42
GL000208.1	1	92689	68703	92532	99.8306	104.554	31.1	31.9
GL000191.1	1	106433	24612	105887	99.487	33.6227	30.8	16.3
GL000227.1	1	128374	35903	127963	99.6798	40.4853	31	7.1
GL000228.1	1	129120	51692	112908	87.4442	55.4725	30.9	9.08
GL000214.1	1	137718	757655	137677	99.9702	789.264	30.8	23.4
GL000221.1	1	155397	132234	154737	99.5753	123.763	31.1	10.2
GL000209.1	1	159169	21248	111548	70.0815	19.1784	30.9	9.87
GL000218.1	1	161147	132039	161087	99.9628	119.406	31	32.6
GL000220.1	1	161802	1561383	160933	99.4629	1354.58	30.4	52.6
GL000213.1	1	164239	24257	158347	96.4125	21.2991	31	9.13
GL000211.1	1	166566	71827	166031	99.6788	62.5155	31	44.1
GL000199.1	1	169874	142714	168556	99.2241	119.031	31	8.32
GL000217.1	1	172149	100219	170839	99.239	84.6031	31.1	15.6
GL000216.1	1	172294	79051	172107	99.8915	62.9586	30.8	28.7
GL000215.1	1	172545	33155	170936	99.0675	27.9222	31	7.21
GL000205.1	1	174588	210263	174378	99.8797	172.477	31	45.1
GL000219.1	1	179198	173178	179198	100	136.232	31	51.4
GL000224.1	1	179693	510279	178127	99.1285	406.322	30.7	22.7
GL000223.1	1	180455	38975	179901	99.693	30.9343	30.9	1.58
GL000195.1	1	182896	245518	182786	99.9399	195.293	31.1	46.3
GL000212.1	1	186858	101683	184941	98.9741	78.6523	31	39.6
GL000222.1	1	186861	40800	180621	96.6606	31.6644	31	13.6
GL000200.1	1	187035	53386	185245	99.043	41.3474	31	0.00596
GL000193.1	1	189789	200395	188886	99.5242	153.557	31	45.7
GL000194.1	1	191469	103186	190848	99.6757	78.1983	31	24.1
GL000225.1	1	211173	148259	209650	99.2788	94.0541	30.8	27.1
GL000192.1	1	547496	236575	545313	99.6013	62.6235	31	23.9
NC_007605	1	171823	179	243	0.141425	0.0452792	18.4	13
hs37d5	1	35477943	16711928	31751951	89.4977	63.8246	30.8	32
