#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000224.1	1	179693	267210	174292	96.9943	211.079	27.7	17.5
GL000223.1	1	180455	21850	175218	97.0979	15.9815	27.8	1.03
GL000195.1	1	182896	109814	182659	99.8704	86.518	28	46.3
GL000212.1	1	186858	36824	180895	96.8088	28.0868	28	36.8
GL000222.1	1	186861	20989	184850	98.9238	16.1003	28	16.5
GL000200.1	1	187035	11662	174936	93.5312	8.91564	28	0.00532
GL000193.1	1	189789	61941	187677	98.8872	47.0099	28	44.3
GL000194.1	1	191469	47862	189162	98.7951	35.9069	28	25.6
GL000225.1	1	211173	63651	192497	91.1561	39.4341	27.9	22.8
GL000192.1	1	547496	100655	543530	99.2756	25.8601	27.9	25
NC_007605	1	171823	161	233	0.135605	0.0405475	18.4	13.2
hs37d5	1	35477943	24157574	32259304	90.9278	85.5078	27.7	28.8
