#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000191.1	1	106433	10700	102666	96.4607	14.8046	28.8	17.3
GL000227.1	1	128374	18431	121047	94.2925	20.995	29	0.561
GL000228.1	1	129120	21948	91182	70.618	24.4055	28.9	10.4
GL000214.1	1	137718	373986	137519	99.8555	397.027	28.7	27.8
GL000221.1	1	155397	74909	154132	99.186	70.8681	29	9.5
GL000209.1	1	159169	10185	106516	66.9201	9.32889	28.8	8.11
GL000218.1	1	161147	67526	159481	98.9662	61.7827	29	36.9
GL000220.1	1	161802	2098345	157634	97.424	1724.33	28	50.8
GL000213.1	1	164239	16160	150681	91.745	14.4131	29	13.1
GL000211.1	1	166566	43114	164284	98.63	38.0399	29	45.6
GL000199.1	1	169874	379146	169387	99.7133	323.97	29	6.18
GL000217.1	1	172149	61385	169806	98.639	52.2913	29	15.5
GL000216.1	1	172294	78783	171148	99.3349	61.7313	28.6	38.9
GL000215.1	1	172545	13184	159173	92.2501	11.202	29	6.99
GL000205.1	1	174588	117659	174382	99.882	98.4951	28.9	42.3
GL000219.1	1	179198	103926	178545	99.6356	81.8244	28.9	50.3
GL000224.1	1	179693	338498	179691	99.9989	274.567	28.6	24.7
GL000223.1	1	180455	20625	176053	97.5606	16.4495	28.8	1.47
GL000195.1	1	182896	158353	182648	99.8644	127.427	29	47.4
GL000212.1	1	186858	43096	178692	95.6298	33.7657	29	39.2
GL000222.1	1	186861	23392	172226	92.168	18.3582	29	17.9
GL000200.1	1	187035	18306	179817	96.1408	14.3665	29	0.0029
GL000193.1	1	189789	80494	186271	98.1464	62.3887	28.9	45.4
GL000194.1	1	191469	78247	188182	98.2833	60.2362	29	31
GL000225.1	1	211173	84641	207936	98.4671	56.5984	28.7	37
GL000192.1	1	547496	119944	542525	99.092	32.1646	28.9	26.1
NC_007605	1	171823	43	199	0.115817	0.0109706	18.4	15
hs37d5	1	35477943	35787439	32308898	91.0676	133.863	28.5	27.4
