category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_pvalue_corrected
GO:0036477	0.0235522523470993	0.983308513398402	64	822	somatodendritic compartment	CC	0.46387093245499
GO:0008289	0.0236100696089159	0.98432058749842	44	804	lipid binding	MF	0.46387093245499
GO:0044325	0.0236117247136171	0.989430842723937	13	127	transmembrane transporter binding	MF	0.46387093245499
GO:0098660	0.023658654849606	0.983670785549722	54	878	inorganic ion transmembrane transport	BP	0.46387093245499
GO:0005261	0.0244740373625141	0.985488117750769	28	301	monoatomic cation channel activity	MF	0.46387093245499
GO:0043197	0.0245502721912112	0.986755269322362	21	174	dendritic spine	CC	0.46387093245499
GO:0060047	0.0268977327802618	0.985664668766475	19	243	heart contraction	BP	0.475724092346579
GO:0006814	0.0270594892842064	0.985100889455183	21	251	sodium ion transport	BP	0.475724092346579
GO:0044309	0.0271653033234119	0.985179647069913	21	177	neuron spine	CC	0.475724092346579
GO:0000910	0.0278611895947199	0.98756147911825	12	168	cytokinesis	BP	0.476293669738308
GO:0007605	0.0301575023760739	0.984818837715619	16	151	sensory perception of sound	BP	0.494456064031738
GO:0034220	0.032383356596349	0.976808935466063	60	978	monoatomic ion transmembrane transport	BP	0.494456064031738
GO:0014069	0.0338376246596831	0.978130230883464	36	331	postsynaptic density	CC	0.494456064031738
GO:0019898	0.0342655277450075	0.980616933797301	21	278	extrinsic component of membrane	CC	0.494456064031738
GO:0042391	0.0352772015209891	0.977149134592427	35	420	regulation of membrane potential	BP	0.494456064031738
GO:0032279	0.0362240477040274	0.976310578170842	37	345	asymmetric synapse	CC	0.494456064031738
GO:0016323	0.0378633449249064	0.980174390725609	16	230	basolateral plasma membrane	CC	0.494456064031738
GO:0003779	0.0393390988565872	0.974599610151836	33	422	actin binding	MF	0.494456064031738
GO:0071363	0.039851729544516	0.973761073164719	35	702	cellular response to growth factor stimulus	BP	0.494456064031738
GO:0009100	0.040374894850832	0.976042833920649	23	386	glycoprotein metabolic process	BP	0.494456064031738
GO:0048705	0.0409742203311568	0.979894871533416	13	222	skeletal system morphogenesis	BP	0.494456064031738
GO:0008016	0.0412669122911646	0.978667662450598	15	210	regulation of heart contraction	BP	0.494456064031738
GO:0034765	0.0412735147694804	0.97303578707374	34	467	regulation of monoatomic ion transmembrane transport	BP	0.494456064031738
GO:0099572	0.0420485586407162	0.972153174725997	37	356	postsynaptic specialization	CC	0.494456064031738
GO:0008284	0.0431972975580487	0.971137422414086	36	961	positive regulation of cell population proliferation	BP	0.494456064031738
GO:0004930	0.0440506979591429	0.974837595353389	19	781	G protein-coupled receptor activity	MF	0.494456064031738
GO:0022803	0.0442166489821005	0.970788811576399	35	454	passive transmembrane transporter activity	MF	0.494456064031738
GO:1903522	0.0445283253768852	0.975245142399605	18	258	regulation of blood circulation	BP	0.494456064031738
GO:0003015	0.0446917395284473	0.974746621436133	19	255	heart process	BP	0.494456064031738
GO:0098858	0.0448443543399396	0.974371723874987	20	215	actin-based cell projection	CC	0.494456064031738
GO:0034399	0.0459624698844432	0.979575607971494	10	146	nuclear periphery	CC	0.494456064031738
GO:1901702	0.0470162071706912	0.968199609671323	38	556	salt transmembrane transporter activity	MF	0.494456064031738
GO:0019897	0.0470844477830639	0.976031791211344	14	144	extrinsic component of plasma membrane	CC	0.494456064031738
GO:0010721	0.0471405567365499	0.974526854696007	16	281	negative regulation of cell development	BP	0.494456064031738
GO:0098984	0.0478254984514286	0.967807091000366	38	373	neuron to neuron synapse	CC	0.494456064031738
GO:0061337	0.0489087652155321	0.978276649402964	10	100	cardiac conduction	BP	0.494456064031738
GO:0007600	0.0493334753424168	0.967469464273886	32	930	sensory perception	BP	0.494456064031738
GO:0007167	0.0500125824827779	0.963863198933408	53	986	enzyme-linked receptor protein signaling pathway	BP	0.494456064031738
GO:0022836	0.0504150653438622	0.968057256272311	28	303	gated channel activity	MF	0.494456064031738
GO:0022839	0.0504150653438622	0.968057256272311	28	303	monoatomic ion gated channel activity	MF	0.494456064031738
GO:0030048	0.0525288789888276	0.973624444093684	13	128	actin filament-based movement	BP	0.494456064031738
GO:0099634	0.052793530687583	0.969781771683947	20	127	postsynaptic specialization membrane	CC	0.494456064031738
GO:0003007	0.053405879444033	0.971314136197527	15	256	heart morphogenesis	BP	0.494456064031738
GO:0009101	0.0540131591622427	0.96823433158684	20	313	glycoprotein biosynthetic process	BP	0.494456064031738
GO:0034705	0.0547269634015729	0.97350664606926	12	89	potassium channel complex	CC	0.494456064031738
GO:0009925	0.0555447834461155	0.96879691524847	17	262	basal plasma membrane	CC	0.494456064031738
GO:0043204	0.055785567585004	0.970871435020738	14	150	perikaryon	CC	0.494456064031738
GO:0005516	0.0558384499631319	0.967330884464237	20	199	calmodulin binding	MF	0.494456064031738
GO:0045178	0.0569431101818961	0.967331331808042	18	281	basal part of cell	CC	0.494456064031738
GO:0048839	0.0576297407200265	0.969598159133424	14	188	inner ear development	BP	0.494456064031738
GO:0050954	0.0582762430912948	0.967933554788043	16	173	sensory perception of mechanical stimulus	BP	0.494456064031738
GO:0007043	0.0584336107872791	0.96926094397762	14	154	cell-cell junction assembly	BP	0.494456064031738
GO:0051302	0.0585358850176848	0.97275043165475	10	180	regulation of cell division	BP	0.494456064031738
GO:0034762	0.0593211830238403	0.958887289798224	39	604	regulation of transmembrane transport	BP	0.495262900129272
GO:0097060	0.0602115077995569	0.9581368998996	41	385	synaptic membrane	CC	0.496917960920481
GO:0044057	0.0615674414690223	0.958042977176247	35	578	regulation of system process	BP	0.498941438007593
GO:0051015	0.062266613565344	0.965323755242141	16	197	actin filament binding	MF	0.498941438007593
GO:0007268	0.06401165295139	0.952956677657102	54	736	chemical synaptic transmission	BP	0.498941438007593
GO:0098916	0.06401165295139	0.952956677657102	54	736	anterograde trans-synaptic signaling	BP	0.498941438007593
GO:0015267	0.0644007092203973	0.956304122803213	34	453	channel activity	MF	0.498941438007593
GO:0097733	0.0652979733217402	0.969338827690712	10	114	photoreceptor cell cilium	CC	0.498941438007593
GO:0022853	0.0653210239174286	0.966604968993638	12	226	active monoatomic ion transmembrane transporter activity	MF	0.498941438007593
GO:0002027	0.0675529150650586	0.968167090611349	10	105	regulation of heart rate	BP	0.510557821228549
GO:0035725	0.069233980462089	0.960968946887404	16	179	sodium ion transmembrane transport	BP	0.512979366551666
GO:0034703	0.0695584475946159	0.958287152231141	20	187	cation channel complex	CC	0.512979366551666
GO:0005770	0.0705406686166983	0.960570390201935	15	277	late endosome	CC	0.512979366551666
GO:0007178	0.0710956453308685	0.956689289553785	20	387	transmembrane receptor protein serine/threonine kinase signaling pathway	BP	0.512979366551666
GO:0048562	0.0718745063134497	0.959690585678461	15	291	embryonic organ morphogenesis	BP	0.512979366551666
GO:0031252	0.0730897087363499	0.951066532574565	30	411	cell leading edge	CC	0.512979366551666
GO:0050804	0.0734782489838024	0.948095919040889	40	480	modulation of chemical synaptic transmission	BP	0.512979366551666
GO:0099177	0.0735889620540691	0.948009687184391	40	481	regulation of trans-synaptic signaling	BP	0.512979366551666
GO:0045596	0.0753023608063457	0.949511455364228	29	678	negative regulation of cell differentiation	BP	0.513412075775458
GO:0051093	0.0754029630860296	0.946268831322592	40	953	negative regulation of developmental process	BP	0.513412075775458
GO:2000116	0.0759917020060425	0.96278972182562	10	229	regulation of cysteine-type endopeptidase activity	BP	0.513412075775458
GO:0008076	0.0769214150955402	0.963303245792437	10	78	voltage-gated potassium channel complex	CC	0.513412075775458
GO:0016324	0.0772263289467263	0.952511048978221	20	368	apical plasma membrane	CC	0.513412075775458
GO:0048640	0.0821773525159892	0.959752762726298	10	114	negative regulation of developmental growth	BP	0.534555867901247
GO:1902495	0.082468112484028	0.944936380519697	28	376	transmembrane transporter complex	CC	0.534555867901247
GO:0030001	0.0827979852288388	0.938559596356258	50	889	metal ion transport	BP	0.534555867901247
GO:0055037	0.08386129790312	0.955477205481245	12	190	recycling endosome	CC	0.534555867901247
GO:0005509	0.0849725967967742	0.93770491674908	46	678	calcium ion binding	MF	0.534555867901247
GO:0007613	0.0853572968401469	0.956333528941283	11	122	memory	BP	0.534555867901247
GO:0090092	0.0856182796777763	0.950760643306458	15	291	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	BP	0.534555867901247
GO:0099537	0.0882519556207596	0.933626401993585	54	743	trans-synaptic signaling	BP	0.544185386116218
GO:0030509	0.0886764487125314	0.955537045586188	10	170	BMP signaling pathway	BP	0.544185386116218
GO:0045211	0.0918198678354026	0.937194537512773	31	273	postsynaptic membrane	CC	0.555549663396396
GO:2001257	0.0920757798665337	0.952031752976671	11	147	regulation of cation channel activity	BP	0.555549663396396
GO:1904064	0.0940711144970803	0.95079689916146	11	148	positive regulation of cation transmembrane transport	BP	0.562858835074197
GO:0097731	0.0953910997243209	0.951831638365676	10	125	9+0 non-motile cilium	CC	0.563874185127523
GO:0031644	0.0966935063915753	0.946415900245244	13	143	regulation of nervous system process	BP	0.563874185127523
GO:0043583	0.096862654820678	0.944631072079677	14	216	ear development	BP	0.563874185127523
GO:0034329	0.0984797605428401	0.929304270623373	38	439	cell junction assembly	BP	0.563874185127523
GO:0045216	0.0986082815345761	0.94139006604229	16	206	cell-cell junction organization	BP	0.563874185127523
GO:0005543	0.098952851429064	0.932054713901621	29	459	phospholipid binding	MF	0.563874185127523
GO:0005216	0.100052722218481	0.930113469453941	32	408	monoatomic ion channel activity	MF	0.565652398054088
GO:0007423	0.102215231597829	0.928588145825206	31	560	sensory organ development	BP	0.56651525921469
GO:0031099	0.102447906207035	0.947150063094721	10	182	regeneration	BP	0.56651525921469
GO:0032412	0.102572400693468	0.935716370883118	19	267	regulation of monoatomic ion transmembrane transporter activity	BP	0.56651525921469
GO:0030424	0.10724012984126	0.919510079728501	48	617	axon	CC	0.578060124631345
GO:0010977	0.10847577580192	0.938779904424718	13	139	negative regulation of neuron projection development	BP	0.578060124631345
GO:0034702	0.109880554471314	0.925692223511875	26	293	ion channel complex	CC	0.578060124631345
GO:0043010	0.111569102266864	0.929078701350844	19	332	camera-type eye development	BP	0.578060124631345
GO:0030425	0.111846409535804	0.916030932577401	47	592	dendrite	CC	0.578060124631345
GO:0060041	0.112027281526136	0.937797345618097	12	152	retina development in camera-type eye	BP	0.578060124631345
GO:1990351	0.112264151379815	0.922011490588443	29	402	transporter complex	CC	0.578060124631345
GO:0048863	0.114934139116405	0.932380823498605	14	244	stem cell differentiation	BP	0.578060124631345
GO:0099536	0.115059185586534	0.911500578982604	55	765	synaptic signaling	BP	0.578060124631345
GO:0071772	0.116324649331944	0.93850959601367	10	181	response to BMP	BP	0.578060124631345
GO:0071773	0.116324649331944	0.93850959601367	10	181	cellular response to BMP stimulus	BP	0.578060124631345
GO:0022898	0.117405747415184	0.925040194900697	19	277	regulation of transmembrane transporter activity	BP	0.578060124631345
GO:0008092	0.117748297090052	0.908742476298298	57	945	cytoskeletal protein binding	MF	0.578060124631345
GO:0043269	0.117751699756411	0.91485416094565	35	586	regulation of monoatomic ion transport	BP	0.578060124631345
GO:0034330	0.118135386091082	0.908615757699551	57	729	cell junction organization	BP	0.578060124631345
GO:0005912	0.118652447432892	0.925715178091365	18	175	adherens junction	CC	0.578060124631345
GO:0097447	0.119991040679608	0.909383773369527	47	594	dendritic tree	CC	0.578060124631345
GO:0050906	0.120404820388262	0.935279801390112	10	490	detection of stimulus involved in sensory perception	BP	0.578060124631345
GO:0022603	0.120578972504829	0.907629614905895	51	907	regulation of anatomical structure morphogenesis	BP	0.578060124631345
GO:1903828	0.120764649992621	0.935571730454549	10	205	negative regulation of protein localization	BP	0.578060124631345
GO:0010631	0.12555035440172	0.918829885675442	19	363	epithelial cell migration	BP	0.580047535102634
GO:0034767	0.125871892934967	0.928501241493302	12	169	positive regulation of monoatomic ion transmembrane transport	BP	0.580047535102634
GO:0098742	0.126142065974688	0.912321099568164	28	272	cell-cell adhesion via plasma-membrane adhesion molecules	BP	0.580047535102634
GO:0031589	0.12674754795297	0.913931634961484	24	350	cell-substrate adhesion	BP	0.580047535102634
GO:1904062	0.127238385289909	0.915068491169387	22	335	regulation of monoatomic cation transmembrane transport	BP	0.580047535102634
GO:0018205	0.127410011812448	0.922048417335595	15	352	peptidyl-lysine modification	BP	0.580047535102634
GO:0046578	0.127499593632798	0.925623644054294	13	181	regulation of Ras protein signal transduction	BP	0.580047535102634
GO:0097730	0.12764277234849	0.92932972872345	11	155	non-motile cilium	CC	0.580047535102634
GO:0030705	0.131931690101328	0.920899199851217	14	197	cytoskeleton-dependent intracellular transport	BP	0.595767003099081
GO:0090132	0.133191634869715	0.91318385979103	19	366	epithelium migration	BP	0.596475065558798
GO:0009617	0.133749979881569	0.912358415207374	19	668	response to bacterium	BP	0.596475065558798
GO:0090130	0.135598565139589	0.911384140382734	19	371	tissue migration	BP	0.600711800608743
GO:0050768	0.136373291781651	0.92360668427718	11	149	negative regulation of neurogenesis	BP	0.600711800608743
GO:0035091	0.139099542168869	0.909158190163668	19	265	phosphatidylinositol binding	MF	0.608984580958831
GO:0001217	0.140492206265426	0.920034921025383	11	306	DNA-binding transcription repressor activity	MF	0.611353964233793
GO:0031345	0.142273171344725	0.912175085526412	15	190	negative regulation of cell projection organization	BP	0.6153743194308
GO:0032409	0.144129710391949	0.905193533807347	19	312	regulation of transporter activity	BP	0.615433457714506
GO:0030312	0.144536627648846	0.896472854556137	29	544	external encapsulating structure	CC	0.615433457714506
GO:0015629	0.144858292971799	0.8957935697869	30	468	actin cytoskeleton	CC	0.615433457714506
GO:0050953	0.14664429671739	0.912085036940155	13	220	sensory perception of light stimulus	BP	0.619356500253449
GO:0007169	0.147520525441892	0.890866519693312	35	625	transmembrane receptor protein tyrosine kinase signaling pathway	BP	0.619413668229698
GO:0030695	0.150414187633415	0.888773818962338	35	483	GTPase regulator activity	MF	0.619719943480713
GO:0060589	0.150414187633415	0.888773818962338	35	483	nucleoside-triphosphatase regulator activity	MF	0.619719943480713
GO:0050673	0.150769460162956	0.898705074289384	20	477	epithelial cell proliferation	BP	0.619719943480713
GO:0045927	0.151045947227193	0.905450780990137	15	248	positive regulation of growth	BP	0.619719943480713
GO:0005930	0.15278322559273	0.915351996770468	10	123	axoneme	CC	0.619764723025878
GO:0097014	0.15278322559273	0.915351996770468	10	123	ciliary plasm	CC	0.619764723025878
GO:0001667	0.153697854416347	0.892767937817733	24	487	ameboidal-type cell migration	BP	0.619972244218746
GO:0015291	0.159311610324476	0.904978797765827	12	252	secondary active transmembrane transporter activity	MF	0.636250850143222
GO:0030336	0.160248942008223	0.894018883642834	18	363	negative regulation of cell migration	BP	0.636250850143222
GO:0071559	0.160391927403793	0.900161759889563	14	277	response to transforming growth factor beta	BP	0.636250850143222
GO:0033002	0.162138315580682	0.903019434733529	12	243	muscle cell proliferation	BP	0.639644563664451
GO:0048545	0.165001229184706	0.896612867702798	14	328	response to steroid hormone	BP	0.644799622541536
GO:0048568	0.165241128896438	0.888777301201235	19	448	embryonic organ development	BP	0.644799622541536
GO:1901981	0.166164709534443	0.90067422595857	12	171	phosphatidylinositol phosphate binding	MF	0.644898710517459
GO:0032496	0.16812646194696	0.903616804401842	10	340	response to lipopolysaccharide	BP	0.649004299343642
GO:0051129	0.171957090614452	0.871733271911163	33	691	negative regulation of cellular component organization	BP	0.657898121031822
GO:0045296	0.172644366809381	0.882316533070808	20	308	cadherin binding	MF	0.657898121031822
GO:0110053	0.174010648192908	0.89031554070085	14	247	regulation of actin filament organization	BP	0.657898121031822
GO:0090596	0.17409560305856	0.886724798020171	16	265	sensory organ morphogenesis	BP	0.657898121031822
GO:0007601	0.176818549289633	0.89266086875946	12	217	visual perception	BP	0.662529025156102
GO:0030307	0.177166535974891	0.898288104982499	10	154	positive regulation of cell growth	BP	0.662529025156102
GO:0030855	0.1795782212471	0.871008863422183	25	708	epithelial cell differentiation	BP	0.663326769490561
GO:0002237	0.181219965992683	0.894430021997718	10	359	response to molecule of bacterial origin	BP	0.663326769490561
GO:0050678	0.184003327249059	0.877092133907265	17	409	regulation of epithelial cell proliferation	BP	0.663326769490561
GO:0051961	0.184347692891189	0.89037079062613	11	154	negative regulation of nervous system development	BP	0.663326769490561
GO:0042277	0.186563643827023	0.882831354063762	13	295	peptide binding	MF	0.663326769490561
GO:0006091	0.187577151234246	0.877586956803078	15	459	generation of precursor metabolites and energy	BP	0.663326769490561
GO:0030097	0.188672221073464	0.858874376970536	31	899	hemopoiesis	BP	0.663326769490561
GO:0048167	0.188829183751023	0.877658745491637	15	208	regulation of synaptic plasticity	BP	0.663326769490561
GO:0007264	0.189197917202374	0.859057013191195	31	474	small GTPase mediated signal transduction	BP	0.663326769490561
GO:0031012	0.189650339797998	0.860606232871393	28	543	extracellular matrix	CC	0.663326769490561
GO:0043543	0.190113986640654	0.888497826657545	10	244	protein acylation	BP	0.663326769490561
GO:0040013	0.190673884223263	0.866571672456753	21	415	negative regulation of locomotion	BP	0.663326769490561
GO:0019902	0.190733656643571	0.882846647893438	12	180	phosphatase binding	MF	0.663326769490561
GO:0098802	0.191276672218007	0.882406934339068	12	184	plasma membrane signaling receptor complex	CC	0.663326769490561
GO:0001227	0.191399702434743	0.887357736751873	10	301	DNA-binding transcription repressor activity, RNA polymerase II-specific	MF	0.663326769490561
GO:0045177	0.192161515395594	0.865339344124342	21	431	apical part of cell	CC	0.663326769490561
GO:0010942	0.1940037010329	0.866058103782002	19	605	positive regulation of cell death	BP	0.666481614074747
GO:0060078	0.196066078215462	0.87493308702527	14	145	regulation of postsynaptic membrane potential	BP	0.670359257898579
GO:0071560	0.201651656365427	0.871640156801906	13	271	cellular response to transforming growth factor beta stimulus	BP	0.686189048674771
GO:0098739	0.205188905175286	0.874692917746318	11	208	import across plasma membrane	BP	0.688533758641317
GO:0048514	0.205216127977095	0.848300680224446	27	685	blood vessel morphogenesis	BP	0.688533758641317
GO:0001558	0.206134087010835	0.854189107458016	21	402	regulation of cell growth	BP	0.688533758641317
GO:0030175	0.206995389142378	0.878204901282829	10	102	filopodium	CC	0.688533758641317
GO:0061629	0.207135503992374	0.86284499617119	15	340	RNA polymerase II-specific DNA-binding transcription factor binding	MF	0.688533758641317
GO:0052548	0.208709108192952	0.871495573920903	11	329	regulation of endopeptidase activity	BP	0.690567463974837
GO:2000146	0.210864600421803	0.854560143664462	18	378	negative regulation of cell motility	BP	0.690901178892363
GO:0007156	0.21273452896506	0.854819339954553	18	164	homophilic cell adhesion via plasma membrane adhesion molecules	BP	0.690901178892363
GO:0030334	0.212783105419842	0.830639499958301	46	998	regulation of cell migration	BP	0.690901178892363
GO:0048638	0.212941740289734	0.850276423351118	20	322	regulation of developmental growth	BP	0.690901178892363
GO:0007179	0.214999813920652	0.870681378721745	10	215	transforming growth factor beta receptor signaling pathway	BP	0.690901178892363
GO:0005911	0.216390630458968	0.835519691583335	32	490	cell-cell junction	CC	0.690901178892363
GO:0030016	0.21808949448485	0.859381737736276	13	230	myofibril	CC	0.690901178892363
GO:0045121	0.2194170953536	0.849629353531548	17	312	membrane raft	CC	0.690901178892363
GO:0098857	0.221162406523465	0.848231243556677	17	313	membrane microdomain	CC	0.690901178892363
GO:0005929	0.22259602313339	0.829892215360326	32	641	cilium	CC	0.690901178892363
GO:0034764	0.223424912688058	0.855307225088203	13	226	positive regulation of transmembrane transport	BP	0.690901178892363
GO:0000122	0.223764677908761	0.830017587671511	30	937	negative regulation of transcription by RNA polymerase II	BP	0.690901178892363
GO:0005085	0.224391183323751	0.846294558814421	17	223	guanyl-nucleotide exchange factor activity	MF	0.690901178892363
GO:0043270	0.224631966708719	0.85439161185414	13	224	positive regulation of monoatomic ion transport	BP	0.690901178892363
GO:0032838	0.225199388247183	0.851675237656232	14	211	plasma membrane bounded cell projection cytoplasm	CC	0.690901178892363
GO:0090575	0.225792162906237	0.86254591782287	10	240	RNA polymerase II transcription regulator complex	CC	0.690901178892363
GO:0045926	0.226050307762162	0.855826686480332	12	246	negative regulation of growth	BP	0.690901178892363
GO:0098657	0.226766669845721	0.855198336012436	12	259	import into cell	BP	0.690901178892363
GO:0033993	0.228818534756367	0.826542707474231	29	903	response to lipid	BP	0.690901178892363
GO:0006936	0.230123728469528	0.837650431073996	19	340	muscle contraction	BP	0.690901178892363
GO:0008015	0.230464213877856	0.828389971464122	26	509	blood circulation	BP	0.690901178892363
GO:1901137	0.230561090875467	0.828093240341453	26	612	carbohydrate derivative biosynthetic process	BP	0.690901178892363
GO:0045786	0.230941898237001	0.848720143488938	13	385	negative regulation of cell cycle	BP	0.690901178892363
GO:0002009	0.232393198899726	0.826753397726053	26	513	morphogenesis of an epithelium	BP	0.692358161037359
GO:0043292	0.23711771545612	0.844562066749171	13	239	contractile fiber	CC	0.70195444257011
GO:0070161	0.238321614020491	0.807935227087626	47	869	anchoring junction	CC	0.70195444257011
GO:0010564	0.2385471921826	0.821177116448216	26	720	regulation of cell cycle process	BP	0.70195444257011
GO:0097553	0.243522939877386	0.837421033842135	14	196	calcium ion transmembrane import into cytosol	BP	0.708335608749337
GO:0048762	0.243769117113371	0.84209883017663	12	251	mesenchymal cell differentiation	BP	0.708335608749337
GO:0043065	0.244001462592569	0.831079871094403	16	524	positive regulation of apoptotic process	BP	0.708335608749337
GO:0048639	0.245909548163192	0.844516940118128	11	163	positive regulation of developmental growth	BP	0.708335608749337
GO:0090287	0.246402353464371	0.831798243086247	15	334	regulation of cellular response to growth factor stimulus	BP	0.708335608749337
GO:0030099	0.246634961263697	0.833731107531576	14	398	myeloid cell differentiation	BP	0.708335608749337
GO:0099568	0.249144621986314	0.826044282721487	17	249	cytoplasmic region	CC	0.71269258400866
GO:0010632	0.251554244309591	0.830236613711509	14	288	regulation of epithelial cell migration	BP	0.716245679426031
GO:0048871	0.253738278033376	0.806236521093952	28	739	multicellular organismal-level homeostasis	BP	0.716245679426031
GO:0006486	0.254376947428465	0.837359369113233	11	215	protein glycosylation	BP	0.716245679426031
GO:0043413	0.254376947428465	0.837359369113233	11	215	macromolecule glycosylation	BP	0.716245679426031
GO:0035239	0.255841365697313	0.796806225041076	38	925	tube morphogenesis	BP	0.717257281956471
GO:0070085	0.256734152455172	0.832051836166269	12	233	glycosylation	BP	0.717257281956471
GO:0030246	0.260689960453129	0.835892779124452	10	267	carbohydrate binding	MF	0.720860305463883
GO:0000139	0.261351171549343	0.800799538075772	27	627	Golgi membrane	CC	0.720860305463883
GO:0048880	0.26238524623103	0.809176662117467	20	389	sensory system development	BP	0.720860305463883
GO:0042734	0.262944461570708	0.820031391862981	15	163	presynaptic membrane	CC	0.720860305463883
GO:0045765	0.263043732634453	0.826463201531029	12	338	regulation of angiogenesis	BP	0.720860305463883
GO:1990138	0.270949616171262	0.82148095780619	12	170	neuron projection extension	BP	0.730920071279115
GO:0016570	0.272150478986241	0.802352666098236	19	447	histone modification	BP	0.730920071279115
GO:0060079	0.273449052203684	0.827723318537353	10	124	excitatory postsynaptic potential	BP	0.730920071279115
GO:0008285	0.276272789748113	0.78663342024359	28	761	negative regulation of cell population proliferation	BP	0.730920071279115
GO:1901342	0.27634538595151	0.815772659154613	12	344	regulation of vasculature development	BP	0.730920071279115
GO:0005938	0.277070832806278	0.797385848908219	20	282	cell cortex	CC	0.730920071279115
GO:0060485	0.27793365445301	0.808667051702182	14	314	mesenchyme development	BP	0.730920071279115
GO:0060560	0.279861330870725	0.800808566071156	17	231	developmental growth involved in morphogenesis	BP	0.730920071279115
GO:0016607	0.280574343493386	0.803587731059137	15	397	nuclear speck	CC	0.730920071279115
GO:0001508	0.280742943466804	0.814238444327478	12	140	action potential	BP	0.730920071279115
GO:2001020	0.281713216926471	0.815266217910499	11	286	regulation of response to DNA damage stimulus	BP	0.730920071279115
GO:0050770	0.281938552705224	0.807186914019877	14	152	regulation of axonogenesis	BP	0.730920071279115
GO:0007160	0.282486299145531	0.80295708987083	15	234	cell-matrix adhesion	BP	0.730920071279115
GO:0015276	0.282863539610437	0.812530755784561	12	140	ligand-gated monoatomic ion channel activity	MF	0.730920071279115
GO:0022834	0.282863539610437	0.812530755784561	12	140	ligand-gated channel activity	MF	0.730920071279115
GO:0031344	0.283113699449601	0.769219008186935	45	638	regulation of cell projection organization	BP	0.730920071279115
GO:0043068	0.284020473380046	0.79799989805019	16	541	positive regulation of programmed cell death	BP	0.730920071279115
