category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_pvalue_corrected
GO:0042632	0.0100267675034597	0.99575410603265	15	97	cholesterol homeostasis	BP	0.740099412192817
GO:0055092	0.0104320813330897	0.995559071973379	15	98	sterol homeostasis	BP	0.740099412192817
GO:0004112	0.010449011108363	0.996777718784177	11	26	cyclic-nucleotide phosphodiesterase activity	MF	0.740099412192817
GO:0098793	0.0105150394244518	0.992243930968164	109	549	presynapse	CC	0.740099412192817
GO:1990351	0.010911117486826	0.992353184175304	79	402	transporter complex	CC	0.740099412192817
GO:0032281	0.0114520553304756	0.996543670099957	10	26	AMPA glutamate receptor complex	CC	0.740099412192817
GO:0004930	0.011826944674908	0.992174383389144	51	781	G protein-coupled receptor activity	MF	0.740099412192817
GO:0050839	0.0123371629954064	0.990932028077842	102	514	cell adhesion molecule binding	MF	0.740099412192817
GO:0008276	0.0125748887715642	0.994347482796444	17	78	protein methyltransferase activity	MF	0.740099412192817
GO:0046058	0.0133434604330702	0.996021865500057	10	23	cAMP metabolic process	BP	0.740099412192817
GO:0140888	0.0141846926269424	0.99456623892583	11	99	interferon-mediated signaling pathway	BP	0.740099412192817
GO:0008081	0.0146142919481764	0.992686100258359	22	86	phosphoric diester hydrolase activity	MF	0.740099412192817
GO:0003678	0.0149676847168242	0.994221317833465	12	54	DNA helicase activity	MF	0.740099412192817
GO:0099565	0.01507436322082	0.991392145876073	32	129	chemical synaptic transmission, postsynaptic	BP	0.740099412192817
GO:0022843	0.0152081396354066	0.991094593850211	35	138	voltage-gated monoatomic cation channel activity	MF	0.740099412192817
GO:0030001	0.0153383812865975	0.98806643927764	139	889	metal ion transport	BP	0.740099412192817
GO:0070098	0.0154021735654767	0.994055191987885	11	90	chemokine-mediated signaling pathway	BP	0.740099412192817
GO:0003724	0.0161280008738401	0.993550388468188	12	72	RNA helicase activity	MF	0.740099412192817
GO:0098662	0.0168667583559942	0.986995353050958	126	790	inorganic cation transmembrane transport	BP	0.740099412192817
GO:0007214	0.0172066348964581	0.994193726624738	11	27	gamma-aminobutyric acid signaling pathway	BP	0.740099412192817
GO:0008186	0.0178638494014227	0.992738303681016	12	74	ATP-dependent activity, acting on RNA	MF	0.740099412192817
GO:0051588	0.0179570479467851	0.99085787443308	21	96	regulation of neurotransmitter transport	BP	0.740099412192817
GO:0061462	0.0180395278104653	0.992859910922029	12	53	protein localization to lysosome	BP	0.740099412192817
GO:0015318	0.0183214074911707	0.986133663663849	108	634	inorganic molecular entity transmembrane transporter activity	MF	0.740099412192817
GO:0007268	0.0185601297929375	0.985510434663652	140	736	chemical synaptic transmission	BP	0.740099412192817
GO:0098916	0.0185601297929375	0.985510434663652	140	736	anterograde trans-synaptic signaling	BP	0.740099412192817
GO:0070588	0.0191661625990564	0.986574448846855	67	349	calcium ion transmembrane transport	BP	0.740099412192817
GO:0016339	0.0195418871778861	0.991472320528524	16	47	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	BP	0.740099412192817
GO:0030117	0.0201723598403566	0.990131085060981	18	90	membrane coat	CC	0.740099412192817
GO:0048475	0.0201723598403566	0.990131085060981	18	90	coated membrane	CC	0.740099412192817
GO:0032392	0.0202367172813075	0.990791231038017	15	79	DNA geometric change	BP	0.740099412192817
GO:0005901	0.0203863358417045	0.989988871569578	19	76	caveola	CC	0.740099412192817
GO:0044853	0.0218772541226749	0.988115371902691	24	107	plasma membrane raft	CC	0.740099412192817
GO:2000300	0.0219460447821833	0.990991485772746	13	44	regulation of synaptic vesicle exocytosis	BP	0.740099412192817
GO:0002832	0.0232055858185892	0.989615903354253	13	119	negative regulation of response to biotic stimulus	BP	0.740099412192817
GO:0032508	0.0234769949507358	0.989447559570933	14	73	DNA duplex unwinding	BP	0.740099412192817
GO:0016342	0.023604937403335	0.990717111745022	14	31	catenin complex	CC	0.740099412192817
GO:0044331	0.0244420807488669	0.989061082691169	16	46	cell-cell adhesion mediated by cadherin	BP	0.740099412192817
GO:0005230	0.0250253929836518	0.987266053292136	21	67	extracellular ligand-gated monoatomic ion channel activity	MF	0.740099412192817
GO:1990868	0.025048285061913	0.989147112841131	12	97	response to chemokine	BP	0.740099412192817
GO:1990869	0.025048285061913	0.989147112841131	12	97	cellular response to chemokine	BP	0.740099412192817
GO:0045069	0.0257259331030086	0.989317562774728	11	83	regulation of viral genome replication	BP	0.740099412192817
GO:0005891	0.0257436452127338	0.987973442321582	17	52	voltage-gated calcium channel complex	CC	0.740099412192817
GO:0043268	0.0260138621907686	0.989248327298219	12	48	positive regulation of potassium ion transport	BP	0.740099412192817
GO:0006112	0.0263750082361085	0.987841300936124	14	84	energy reserve metabolic process	BP	0.740099412192817
GO:0099537	0.0268899908296535	0.978691013667857	141	743	trans-synaptic signaling	BP	0.740099412192817
GO:0004386	0.0273944632437394	0.984501960464129	24	146	helicase activity	MF	0.740099412192817
GO:1901702	0.0274262377041407	0.979168541055345	98	556	salt transmembrane transporter activity	MF	0.740099412192817
GO:0099507	0.027753670181701	0.991841412807011	10	17	ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential	MF	0.740099412192817
GO:0099634	0.0295577518589282	0.981264502199621	43	127	postsynaptic specialization membrane	CC	0.740099412192817
GO:0034704	0.0296628599018565	0.984105534230035	23	74	calcium channel complex	CC	0.740099412192817
GO:0034762	0.0297567285217541	0.977216135237311	100	604	regulation of transmembrane transport	BP	0.740099412192817
GO:0034765	0.0302037688528876	0.977494914596135	83	467	regulation of monoatomic ion transmembrane transport	BP	0.740099412192817
GO:0022836	0.0305034903158388	0.97818863148846	67	303	gated channel activity	MF	0.740099412192817
GO:0022839	0.0305034903158388	0.97818863148846	67	303	monoatomic ion gated channel activity	MF	0.740099412192817
GO:0030658	0.0307638742392262	0.980030899899204	39	225	transport vesicle membrane	CC	0.740099412192817
GO:0005261	0.0309468185043915	0.977991731272076	64	301	monoatomic cation channel activity	MF	0.740099412192817
GO:0006816	0.0309597756548941	0.977265714845908	74	441	calcium ion transport	BP	0.740099412192817
GO:0015075	0.0313539990500626	0.975588728290334	112	673	monoatomic ion transmembrane transporter activity	MF	0.740099412192817
GO:0009416	0.0314127037193787	0.9788907416979	44	310	response to light stimulus	BP	0.740099412192817
GO:0045088	0.0315336351355422	0.979427140288759	37	357	regulation of innate immune response	BP	0.740099412192817
GO:0042391	0.0322633083778872	0.97595546535629	83	420	regulation of membrane potential	BP	0.740099412192817
GO:0055088	0.0324800323282518	0.982141429552538	20	164	lipid homeostasis	BP	0.740099412192817
GO:0050804	0.0325804978877636	0.975103951541633	100	480	modulation of chemical synaptic transmission	BP	0.740099412192817
GO:0099177	0.0328305042940005	0.974902137299727	100	481	regulation of trans-synaptic signaling	BP	0.740099412192817
GO:0098802	0.0333314573102049	0.97885776726186	35	184	plasma membrane signaling receptor complex	CC	0.740099412192817
GO:0043269	0.0337363348018819	0.974209999610543	94	586	regulation of monoatomic ion transport	BP	0.740099412192817
GO:0035249	0.0340831390614239	0.979004790531208	36	110	synaptic transmission, glutamatergic	BP	0.740099412192817
GO:0005216	0.0341632869642598	0.974487324904576	83	408	monoatomic ion channel activity	MF	0.740099412192817
GO:0042733	0.0341897917808259	0.985055483892908	12	55	embryonic digit morphogenesis	BP	0.740099412192817
GO:0008306	0.0345038953964949	0.9820958880973	18	85	associative learning	BP	0.740099412192817
GO:0034707	0.0345469873578771	0.984458443074163	13	54	chloride channel complex	CC	0.740099412192817
GO:0008328	0.0345672005351005	0.984138957582746	16	41	ionotropic glutamate receptor complex	CC	0.740099412192817
GO:0060759	0.0345708972330296	0.981124525108194	19	171	regulation of response to cytokine stimulus	BP	0.740099412192817
GO:0000041	0.035415290921594	0.983365445888179	13	93	transition metal ion transport	BP	0.750517983368729
GO:0004715	0.037593109608685	0.984271050519876	11	43	non-membrane spanning protein tyrosine kinase activity	MF	0.773055645522913
GO:0022824	0.03781945124748	0.980735820927731	19	56	transmitter-gated monoatomic ion channel activity	MF	0.773055645522913
GO:0022835	0.03781945124748	0.980735820927731	19	56	transmitter-gated channel activity	MF	0.773055645522913
GO:0060078	0.0381963897512144	0.975576645598073	37	145	regulation of postsynaptic membrane potential	BP	0.773055645522913
GO:0032590	0.0385811531083332	0.983883637929053	11	41	dendrite membrane	CC	0.773055645522913
GO:0060761	0.0388005126817708	0.982129343545985	12	89	negative regulation of response to cytokine stimulus	BP	0.773055645522913
GO:0009582	0.0393477212130147	0.975984904430944	29	137	detection of abiotic stimulus	BP	0.773055645522913
GO:0007601	0.0394265748669932	0.974612342154973	34	217	visual perception	BP	0.773055645522913
GO:0031290	0.0402252791567731	0.985858169174619	10	21	retinal ganglion cell axon guidance	BP	0.781413293249166
GO:0030118	0.0406999639437872	0.982056195246645	12	46	clathrin coat	CC	0.783380957376748
GO:2000463	0.0416681814939659	0.98272181604075	12	31	positive regulation of excitatory postsynaptic potential	BP	0.789801182235114
GO:0050982	0.0421517300052964	0.979773766371878	15	50	detection of mechanical stimulus	BP	0.789801182235114
GO:1901381	0.0431271080693992	0.98228963939986	10	41	positive regulation of potassium ion transmembrane transport	BP	0.789801182235114
GO:0009150	0.043569856652826	0.969198119986593	50	398	purine ribonucleotide metabolic process	BP	0.789801182235114
GO:0033363	0.0438086954187692	0.981377397071558	10	58	secretory granule organization	BP	0.789801182235114
GO:0071103	0.0442784867958762	0.977534830593111	15	86	DNA conformation change	BP	0.789801182235114
GO:0007269	0.0446070641352159	0.971908466727337	32	138	neurotransmitter secretion	BP	0.789801182235114
GO:0099643	0.0446070641352159	0.971908466727337	32	138	signal release from synapse	BP	0.789801182235114
GO:1901016	0.0446153313839968	0.978190904160538	14	68	regulation of potassium ion transmembrane transporter activity	BP	0.789801182235114
GO:0050953	0.045570691462898	0.970112620479906	35	220	sensory perception of light stimulus	BP	0.789801182235114
GO:0051966	0.0463096569499704	0.973315808081622	25	79	regulation of synaptic transmission, glutamatergic	BP	0.789801182235114
GO:2000377	0.0465562241515977	0.975164539746382	16	142	regulation of reactive oxygen species metabolic process	BP	0.789801182235114
GO:0098878	0.0465900925665599	0.977228200272522	16	46	neurotransmitter receptor complex	CC	0.789801182235114
GO:0016651	0.0469269860134529	0.979425175236011	10	80	oxidoreductase activity, acting on NAD(P)H	MF	0.789801182235114
GO:0009581	0.0470087315930433	0.97106003675946	28	134	detection of external stimulus	BP	0.789801182235114
GO:0055086	0.0470567911245897	0.964508531690144	72	609	nucleobase-containing small molecule metabolic process	BP	0.789801182235114
GO:0072665	0.048858975191289	0.975004642230153	15	79	protein localization to vacuole	BP	0.8135407138994
GO:0032589	0.0505542114850471	0.973408215726773	18	59	neuron projection membrane	CC	0.835139651146683
GO:0001960	0.0517911757864594	0.975915746252289	11	85	negative regulation of cytokine-mediated signaling pathway	BP	0.848889740624935
GO:0015085	0.0531484284682113	0.965287052226311	36	139	calcium ion transmembrane transporter activity	MF	0.850640139064453
GO:1903900	0.0533416569269602	0.972976541580347	13	139	regulation of viral life cycle	BP	0.850640139064453
GO:0000725	0.0533639912202796	0.968227823028802	22	159	recombinational repair	BP	0.850640139064453
GO:0001540	0.0535197799602039	0.969884329730485	20	85	amyloid-beta binding	MF	0.850640139064453
GO:0015267	0.0556284548018295	0.957159139458776	84	453	channel activity	MF	0.877507505069461
GO:0097484	0.0567877332061398	0.975204296500709	11	35	dendrite extension	BP	0.889109434824486
GO:0022803	0.0574138435970886	0.955703669304558	84	454	passive transmembrane transporter activity	MF	0.889978776214996
GO:0005262	0.0576916651883887	0.962874366008999	33	123	calcium channel activity	MF	0.889978776214996
GO:0019897	0.0584766224117586	0.962139295170886	32	144	extrinsic component of plasma membrane	CC	0.895503312553793
GO:0002831	0.0600353730332923	0.957517128365113	43	443	regulation of response to biotic stimulus	BP	0.902059563012083
GO:0055072	0.0603312812560054	0.97121480958092	11	85	iron ion homeostasis	BP	0.902059563012083
GO:0005249	0.0604028188354547	0.965859497385017	19	87	voltage-gated potassium channel activity	MF	0.902059563012083
GO:0098815	0.061635807006926	0.969177501008694	15	45	modulation of excitatory postsynaptic potential	BP	0.902059563012083
GO:0098632	0.0617846397622714	0.968070939842762	16	51	cell-cell adhesion mediator activity	MF	0.902059563012083
GO:0099536	0.061810244548556	0.949256511941007	142	765	synaptic signaling	BP	0.902059563012083
GO:0008331	0.0619144790627931	0.975272356716933	10	24	high voltage-gated calcium channel activity	MF	0.902059563012083
GO:0008324	0.0627406189314628	0.950774125179365	90	558	monoatomic cation transmembrane transporter activity	MF	0.907791851849717
GO:1902991	0.0646783205029749	0.970624852696837	10	55	regulation of amyloid precursor protein catabolic process	BP	0.913219794505773
GO:0099504	0.0651150784519483	0.955193088933404	40	194	synaptic vesicle cycle	BP	0.913219794505773
GO:0008021	0.0656083508059475	0.955513620699156	36	201	synaptic vesicle	CC	0.913219794505773
GO:0034703	0.0656203466144765	0.95412512706102	45	187	cation channel complex	CC	0.913219794505773
GO:0022898	0.0657195074369309	0.952891307382175	48	277	regulation of transmembrane transporter activity	BP	0.913219794505773
GO:0004497	0.0666176049151992	0.966377317289672	12	103	monooxygenase activity	MF	0.913219794505773
GO:0032412	0.0667644565971099	0.952283682406758	47	267	regulation of monoatomic ion transmembrane transporter activity	BP	0.913219794505773
GO:0016079	0.0673079627123663	0.959897127300768	22	95	synaptic vesicle exocytosis	BP	0.913219794505773
GO:0033218	0.06781245808299	0.951040703102961	47	375	amide binding	MF	0.913219794505773
GO:0015108	0.0690643447093394	0.958881496804694	21	105	chloride transmembrane transporter activity	MF	0.913219794505773
GO:0030133	0.0693122707024394	0.948415720147985	57	410	transport vesicle	CC	0.913219794505773
GO:0042982	0.0694787363153228	0.96299756485931	14	95	amyloid precursor protein metabolic process	BP	0.913219794505773
GO:0071805	0.0700044738401428	0.950961478299243	42	216	potassium ion transmembrane transport	BP	0.913219794505773
GO:0031623	0.0707708397570477	0.956960747300301	22	122	receptor internalization	BP	0.913219794505773
GO:0050806	0.0712686172136271	0.952594499425233	32	170	positive regulation of synaptic transmission	BP	0.913219794505773
GO:0015103	0.0713312392324989	0.954768655430477	26	138	inorganic anion transmembrane transporter activity	MF	0.913219794505773
GO:1902414	0.071842095733572	0.955150025374748	26	104	protein localization to cell junction	BP	0.913219794505773
GO:0098794	0.0720545583193592	0.940843586639698	136	646	postsynapse	CC	0.913219794505773
GO:0000724	0.0730003807294399	0.955468781797783	21	156	double-strand break repair via homologous recombination	BP	0.913219794505773
GO:0005244	0.0731546911350348	0.949238585329064	40	187	voltage-gated monoatomic ion channel activity	MF	0.913219794505773
GO:0022832	0.0731546911350348	0.949238585329064	40	187	voltage-gated channel activity	MF	0.913219794505773
GO:0005267	0.0733405281396378	0.953691486653072	26	120	potassium channel activity	MF	0.913219794505773
GO:1903510	0.0735608053463611	0.957695164484005	18	94	mucopolysaccharide metabolic process	BP	0.913219794505773
GO:0009636	0.0744725611792558	0.95298699523132	23	230	response to toxic substance	BP	0.913219794505773
GO:0008013	0.0746547247642763	0.955328851738807	22	85	beta-catenin binding	MF	0.913219794505773
GO:0005201	0.0746969621133705	0.950165340088407	32	164	extracellular matrix structural constituent	MF	0.913219794505773
GO:0006813	0.0748683530290719	0.946699795916354	44	240	potassium ion transport	BP	0.913219794505773
GO:0046873	0.0768074065451411	0.94026505815494	78	431	metal ion transmembrane transporter activity	MF	0.921955323268605
GO:0002039	0.0779956316018394	0.960524366991694	12	65	p53 binding	MF	0.921955323268605
GO:0005245	0.0794357671222966	0.957383183606372	16	51	voltage-gated calcium channel activity	MF	0.921955323268605
GO:0019888	0.0797402252061477	0.956953019174304	14	82	protein phosphatase regulator activity	MF	0.921955323268605
GO:0007204	0.0802351856670032	0.948814205061756	24	176	positive regulation of cytosolic calcium ion concentration	BP	0.921955323268605
GO:0016747	0.0810557205500468	0.947956592794063	24	212	acyltransferase activity, transferring groups other than amino-acyl groups	MF	0.921955323268605
GO:0001216	0.0825254549893376	0.939276425059219	47	466	DNA-binding transcription activator activity	MF	0.921955323268605
GO:0045177	0.0835809534994662	0.936265234157276	62	431	apical part of cell	CC	0.921955323268605
GO:0016298	0.0845643322964048	0.950589057513645	17	119	lipase activity	MF	0.921955323268605
GO:0006163	0.0849075112480276	0.935701130117835	57	485	purine nucleotide metabolic process	BP	0.921955323268605
GO:0030136	0.0849624089121776	0.942076007069945	32	209	clathrin-coated vesicle	CC	0.921955323268605
GO:0006836	0.0852757071249453	0.940556287422407	37	199	neurotransmitter transport	BP	0.921955323268605
GO:0031012	0.0855547473029823	0.932777956092862	77	543	extracellular matrix	CC	0.921955323268605
GO:0098876	0.0860016759235301	0.94480563814632	25	135	vesicle-mediated transport to the plasma membrane	BP	0.921955323268605
GO:0099505	0.0863096574313469	0.960341791044827	11	30	regulation of presynaptic membrane potential	BP	0.921955323268605
GO:0010942	0.0864535037536778	0.934085912688023	58	605	positive regulation of cell death	BP	0.921955323268605
GO:0097061	0.0890518157090014	0.945854002832313	22	79	dendritic spine organization	BP	0.921955323268605
GO:0033059	0.0901047188337516	0.954561561597301	11	64	cellular pigmentation	BP	0.921955323268605
GO:0005254	0.0903209252507875	0.948885008998909	16	73	chloride channel activity	MF	0.921955323268605
GO:0000381	0.090405117986299	0.953565925129935	12	56	regulation of alternative mRNA splicing, via spliceosome	BP	0.921955323268605
GO:0007043	0.0909604671886692	0.938941620141376	30	154	cell-cell junction assembly	BP	0.921955323268605
GO:0031644	0.0911982128226826	0.938975049902277	30	143	regulation of nervous system process	BP	0.921955323268605
GO:0072521	0.0915806298160611	0.929638466800157	61	511	purine-containing compound metabolic process	BP	0.921955323268605
GO:0030312	0.0918547962178591	0.927508973169114	77	544	external encapsulating structure	CC	0.921955323268605
GO:0002062	0.0922690786052522	0.944270291415719	19	105	chondrocyte differentiation	BP	0.921955323268605
GO:0009411	0.0930973545236038	0.944466064782513	17	147	response to UV	BP	0.921955323268605
GO:0010959	0.093337963861657	0.928345297995695	62	413	regulation of metal ion transport	BP	0.921955323268605
GO:0043271	0.0939541487709097	0.942472762773513	19	137	negative regulation of monoatomic ion transport	BP	0.921955323268605
GO:0000380	0.09445197336397	0.948032718130394	14	72	alternative mRNA splicing, via spliceosome	BP	0.921955323268605
GO:0043279	0.0957586367891455	0.943608267162767	17	96	response to alkaloid	BP	0.921955323268605
GO:0099572	0.0958073982977372	0.924443346758289	83	356	postsynaptic specialization	CC	0.921955323268605
GO:1904063	0.0966105271214153	0.943794901073322	16	99	negative regulation of cation transmembrane transport	BP	0.921955323268605
GO:0016324	0.0975279591016591	0.926631678069837	52	368	apical plasma membrane	CC	0.921955323268605
GO:0022890	0.0980120911126207	0.921558649703434	86	527	inorganic cation transmembrane transporter activity	MF	0.921955323268605
GO:0050660	0.0980432689341093	0.947705686430015	12	82	flavin adenine dinucleotide binding	MF	0.921955323268605
GO:0070382	0.098070351404152	0.930547094214432	37	216	exocytic vesicle	CC	0.921955323268605
GO:0010038	0.1006986424356	0.925287153226096	46	361	response to metal ion	BP	0.921955323268605
GO:0043266	0.100939199593132	0.936910251887126	21	107	regulation of potassium ion transport	BP	0.921955323268605
GO:0005604	0.101403760362683	0.938166233862688	20	83	basement membrane	CC	0.921955323268605
GO:0072593	0.101556137596612	0.933022107015475	24	222	reactive oxygen species metabolic process	BP	0.921955323268605
GO:0001228	0.101810130162066	0.924070058396561	46	462	DNA-binding transcription activator activity, RNA polymerase II-specific	MF	0.921955323268605
GO:0010469	0.102187769826174	0.933029542439324	24	171	regulation of signaling receptor activity	BP	0.921955323268605
GO:0097479	0.102546930810125	0.945301173514505	13	52	synaptic vesicle localization	BP	0.921955323268605
GO:0099003	0.102807405428157	0.925562427181985	42	216	vesicle-mediated transport in synapse	BP	0.921955323268605
GO:0051968	0.10289910185889	0.949778618520938	11	35	positive regulation of synaptic transmission, glutamatergic	BP	0.921955323268605
GO:0030672	0.103003118717989	0.933348755557296	24	121	synaptic vesicle membrane	CC	0.921955323268605
GO:0099501	0.103003118717989	0.933348755557296	24	121	exocytic vesicle membrane	CC	0.921955323268605
GO:0010951	0.103207322331113	0.939394556489565	15	160	negative regulation of endopeptidase activity	BP	0.921955323268605
GO:0019898	0.103647628498267	0.922973332257357	48	278	extrinsic component of membrane	CC	0.921955323268605
GO:0009259	0.104468637978388	0.921188344686867	50	417	ribonucleotide metabolic process	BP	0.921955323268605
GO:0030020	0.10449984930996	0.945546912454919	13	41	extracellular matrix structural constituent conferring tensile strength	MF	0.921955323268605
GO:0001959	0.10495345849539	0.9371385389915	16	161	regulation of cytokine-mediated signaling pathway	BP	0.921955323268605
GO:0007600	0.10557180441697	0.915264669829043	78	930	sensory perception	BP	0.921955323268605
GO:0033116	0.105870154715288	0.94617366269302	10	77	endoplasmic reticulum-Golgi intermediate compartment membrane	CC	0.921955323268605
GO:0099601	0.106254475024196	0.941024625983674	14	62	regulation of neurotransmitter receptor activity	BP	0.921955323268605
GO:0000902	0.107346472727841	0.908395218605436	169	903	cell morphogenesis	BP	0.921955323268605
GO:0098839	0.108245479489528	0.926967468964107	33	100	postsynaptic density membrane	CC	0.921955323268605
GO:0004620	0.108295176793258	0.936970467996803	15	98	phospholipase activity	MF	0.921955323268605
GO:0050777	0.108590900955962	0.933377075801886	17	189	negative regulation of immune response	BP	0.921955323268605
GO:0051146	0.108860742482845	0.920377183763569	41	286	striated muscle cell differentiation	BP	0.921955323268605
GO:0051606	0.108866093245643	0.919695029991517	40	615	detection of stimulus	BP	0.921955323268605
GO:0006639	0.109813556025585	0.93429606230221	16	124	acylglycerol metabolic process	BP	0.921955323268605
GO:0051259	0.109826530712649	0.922846351176012	32	245	protein complex oligomerization	BP	0.921955323268605
GO:0051260	0.109858321579064	0.92714945874405	24	191	protein homooligomerization	BP	0.921955323268605
GO:0015276	0.11054594779837	0.923829387452726	32	140	ligand-gated monoatomic ion channel activity	MF	0.921955323268605
GO:0022834	0.11054594779837	0.923829387452726	32	140	ligand-gated channel activity	MF	0.921955323268605
GO:0005547	0.110679106218733	0.94441411407265	11	39	phosphatidylinositol-3,4,5-trisphosphate binding	MF	0.921955323268605
GO:0019722	0.111321414359679	0.921974468223284	33	184	calcium-mediated signaling	BP	0.921955323268605
GO:0048786	0.112153951983065	0.930219404908367	21	80	presynaptic active zone	CC	0.921955323268605
GO:0030135	0.112462346523887	0.917981371019344	39	302	coated vesicle	CC	0.921955323268605
GO:0032409	0.112672750220142	0.915430230565223	48	312	regulation of transporter activity	BP	0.921955323268605
GO:1902476	0.112699531840373	0.931167279511497	18	96	chloride transmembrane transport	BP	0.921955323268605
GO:0043535	0.112918847128838	0.934132969533247	14	149	regulation of blood vessel endothelial cell migration	BP	0.921955323268605
GO:0048878	0.113099161251293	0.905130383133752	123	993	chemical homeostasis	BP	0.921955323268605
GO:0062023	0.113274226347182	0.912492460820731	58	410	collagen-containing extracellular matrix	CC	0.921955323268605
GO:0098703	0.113628281747659	0.937183847796834	14	52	calcium ion import across plasma membrane	BP	0.921955323268605
GO:0016323	0.114116629608525	0.91818331877002	36	230	basolateral plasma membrane	CC	0.921955323268605
GO:0048013	0.114333857568646	0.93575593110199	15	52	ephrin receptor signaling pathway	BP	0.921955323268605
GO:0015980	0.11469883688375	0.920590500765352	28	292	energy derivation by oxidation of organic compounds	BP	0.921955323268605
GO:0010976	0.114921796551992	0.919472515770128	34	152	positive regulation of neuron projection development	BP	0.921955323268605
GO:0050435	0.115223991117955	0.940919765734816	10	65	amyloid-beta metabolic process	BP	0.921955323268605
GO:0045229	0.117124654258322	0.911603284004064	49	309	external encapsulating structure organization	BP	0.921955323268605
GO:0006821	0.117539638671737	0.925641877905547	20	111	chloride transport	BP	0.921955323268605
GO:0045178	0.117660599710585	0.912821938361486	43	281	basal part of cell	CC	0.921955323268605
GO:0005581	0.117735158260084	0.928126996178226	18	85	collagen trimer	CC	0.921955323268605
GO:0006633	0.118116785940109	0.928039759004323	16	158	fatty acid biosynthetic process	BP	0.921955323268605
GO:0006893	0.118271828001928	0.936329900324054	12	55	Golgi to plasma membrane transport	BP	0.921955323268605
GO:0031175	0.118688278476581	0.898073026577026	173	934	neuron projection development	BP	0.921955323268605
GO:0005681	0.118805748429435	0.929767694813287	14	189	spliceosomal complex	CC	0.921955323268605
GO:0045494	0.119415051819779	0.940111185765169	10	43	photoreceptor cell maintenance	BP	0.921955323268605
GO:0010466	0.119771361593092	0.921542060521789	21	229	negative regulation of peptidase activity	BP	0.921955323268605
GO:0043062	0.119912877335865	0.909336533108752	49	307	extracellular structure organization	BP	0.921955323268605
GO:0043235	0.120694135618812	0.904680383468297	69	397	receptor complex	CC	0.921955323268605
GO:0009925	0.121505576462647	0.910737280375385	40	262	basal plasma membrane	CC	0.921955323268605
GO:0006638	0.123192483095441	0.924981552495042	16	125	neutral lipid metabolic process	BP	0.921955323268605
GO:0098552	0.123306611725942	0.902963103345506	62	549	side of membrane	CC	0.921955323268605
GO:0032760	0.123724211969902	0.934434554429999	10	103	positive regulation of tumor necrosis factor production	BP	0.921955323268605
GO:0001654	0.124152372736165	0.90375947809588	57	379	eye development	BP	0.921955323268605
