"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","hitsPerc","Condition","genes"
"11","GO:0001227",0.023954057557987,0.983570467147114,54,324,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF",16.6666666666667,"IHD","ZFHX3, BACH1, BCL6, DACH1, ETV6, FOXO1, NR3C1, HIVEP1, HMX1, MITF, MXI1, NFATC2, NFATC3, NKX6-1, PPARA, SALL1, SATB1, SKI, TFAP2A, TRPS1, YY1, ZBTB14, ZBTB25, ZNF134, ZBTB16, PRDM2, TBX18, ZNF536, DEAF1, ZNF266, SOX30, PRDM5, KLF12, MYT1L, CUX2, ZBTB20, LEF1, BCL11A, PCBP3, ZNF77, BACH2, PRDM16, ZNF557, KLF16, ZBTB37, ZBTB45, ZNF439, ZNF554, ZNF684, ZNF558, GLIS3, CC2D1B, ZNF749, ZNF559-ZNF177"
"12","GO:0001503",0.0405393380849034,0.969040829298817,91,424,"ossification","BP",21.4622641509434,"IHD","ACVR1, RHOA, BCL2, BMP6, BMPR1B, CALCR, CASR, RUNX2, RUNX1, CLTC, COL1A2, COL11A1, COL13A1, VCAN, DMP1, EXT1, PTK2B, FBN2, FGR, GLI3, GPLD1, GSK3B, HGF, HIF1A, TNC, ID4, IGFBP5, LOX, LRP5, SMAD3, SMAD6, MATN1, MEF2D, MMP16, MN1, MYF5, NELL1, NF1, ROR2, DDR2, P2RX7, PBX1, PEX7, PPP3CA, PRKACA, PRKD1, MAPK1, PSMC2, PTGER4, PTK2, PTN, RRBP1, RYR1, SKI, SLC8A1, SLC20A2, TFAP2A, TUFT1, ZBTB16, FGF18, KL, RASSF2, YAP1, ADAMTS7, CHSY1, SATB2, DNAJC13, NIPBL, WWTR1, FBXO5, GREM1, SND1, INTU, LEF1, ATRAID, SUFU, WWOX, BPNT2, CSGALNACT1, ADCY10, SLC24A3, TNN, SMOC1, XYLT1, ADAMTS12, KREMEN1, ADGRV1, DNAI3, PPARGC1B, ANO6, TAPT1, IGSF10, RSPO2, ZNF664-RFLNA"
"13","GO:0001561",0.0259370252858091,0.996311515192341,4,8,"fatty acid alpha-oxidation","BP",50,"IHD","PHYH, SLC25A17, SLC27A2, HAO1"
"14","GO:0001637",0.00223779803008936,0.999646176840862,6,26,"G protein-coupled chemoattractant receptor activity","MF",23.0769230769231,"IHD","CCR6, CCR7, ACKR2, CMKLR1, XCR1, CXCR1"
"15","GO:0001654",0.0346359299779089,0.973711041290873,96,385,"eye development","BP",24.9350649350649,"IHD","ATP2B2, BBS4, BCL2, BFSP1, BMP6, BMPR1B, CACNA1C, CALB1, COL8A1, DLG1, DRD2, DSCAM, EPHB1, FAT1, FBN1, FBN2, FGF10, FLT1, GLI3, GPM6A, HIF1A, LRP5, SMAD3, MAN2A1, MEIS2, MIP, MITF, MYF5, NF1, NFIA, NFIB, NRL, PBX1, PBX3, PDE6C, PTPRM, RARB, RHO, RP1, SKI, SOS1, TFAP2A, TGFBR2, THRB, TUB, WNT2, WNT7A, WT1, YY1, PXDN, MYOM1, LARGE1, MFN2, KERA, PLAAT3, XRN2, ZHX2, ATF6, TTLL5, SIPA1L3, CRB1, NIPBL, IFT172, STAU2, B9D1, CPAMD8, SCAPER, WDPCP, ATP8A2, SDK2, AHI1, DZANK1, CHD7, TENM3, CELF4, NEUROD4, SMOC1, TMEM135, PHACTR4, GRHL2, CEP290, DTNBP1, MEGF11, NKD1, OLFM3, FAT3, CRYBG3, SPRED1, ADAMTS18, VSTM4, SPRED2, TBC1D32, SDK1, SLC17A8, LAMA1, ABCB5, FREM2, HCN1"
"16","GO:0001730",0.0349313639692633,0.998588930306833,2,3,"2'-5'-oligoadenylate synthetase activity","MF",66.6666666666667,"IHD","OAS1, OAS2"
"17","GO:0001772",0.0178298559648754,0.99269991883262,14,44,"immunological synapse","CC",31.8181818181818,"IHD","ALCAM, RHOH, CD53, DLG1, MYH9, NEDD9, PRKAR1A, PTPRJ, ZAP70, STX7, SKAP1, PDCD6IP, VAV3, LAT"
"18","GO:0001833",0.0299466606230536,0.993489047232946,5,14,"inner cell mass cell proliferation","BP",35.7142857142857,"IHD","BRCA2, CHEK1, PALB2, NDEL1, GINS4"
"19","GO:0001848",0.025689239646839,0.99248796898473,7,25,"complement binding","MF",28,"IHD","C8A, CD59, CR1, CFH, CFHR2, CFHR4, MEGF10"
"20","GO:0001906",0.0172008820541463,0.990022409864199,29,216,"cell killing","BP",13.4259259259259,"IHD","B2M, C5, C6, C7, C8A, CD59, CR1, CR1L, CD55, ATN1, GBP3, CFH, CFHR2, MR1, KLRD1, MUC7, P2RX7, PTPRC, NECTIN2, RAB27A, SYK, STX7, CD226, LILRB1, CADM1, CYRIB, SLAMF6, GBP5, PIK3R6, GBP7, DEFB132"
"21","GO:0001914",0.0465388324709035,0.983354994363253,7,48,"regulation of T cell mediated cytotoxicity","BP",14.5833333333333,"IHD","B2M, MR1, KLRD1, P2RX7, PTPRC, NECTIN2, STX7, LILRB1, CYRIB"
"22","GO:0001996",0.0361360399271293,0.996572606817897,3,5,"positive regulation of heart rate by epinephrine-norepinephrine","BP",60,"IHD","ADRA1B, ADRA1A, PDE4D"
"23","GO:0002062",0.00860844552036668,0.995307095542092,34,108,"chondrocyte differentiation","BP",31.4814814814815,"IHD","BMP6, BMPR1B, RUNX2, RUNX1, COL11A1, EXT1, GLI3, GPLD1, HIF1A, SMAD3, MATN1, MEF2D, NFIB, PRKG2, RARB, RB1, SOX5, TGFBR2, TRPS1, WNT7A, ZBTB16, FGF18, ADAMTS7, CHSY1, SULF1, GREM1, CHST11, MEX3C, BPNT2, SOX6, CREB3L2, ADAMTS12, COL27A1, SCIN, MBOAT2, ZNF664-RFLNA"
"24","GO:0002063",0.0132275305616052,0.995498806470507,12,29,"chondrocyte development","BP",41.3793103448276,"IHD","BMPR1B, RUNX2, COL11A1, EXT1, MATN1, TGFBR2, FGF18, CHSY1, SULF1, CHST11, MEX3C, BPNT2, COL27A1, ZNF664-RFLNA"
"25","GO:0002071",0.0347633306712008,0.994554895885347,4,8,"glandular epithelial cell maturation","BP",50,"IHD","HIF1A, NKX6-1, PGR, RFX3, GPAT4"
"26","GO:0002090",0.0396651894239985,0.978674617344754,22,63,"regulation of receptor internalization","BP",34.9206349206349,"IHD","ANGPT1, ARRB1, DRD2, LPAR1, HIP1, INSR, MKLN1, PLCG2, PPP3R1, RALA, SYK, NUMB, MTMR2, TBC1D5, MAGI2, SYNE1, GREM1, AHI1, SCYL2, DTNBP1, GSG1L, RSPO1"
"27","GO:0002092",0.0390934021754741,0.984524902149636,12,27,"positive regulation of receptor internalization","BP",44.4444444444444,"IHD","ANGPT1, ARRB1, DRD2, INSR, PLCG2, SYK, TBC1D5, MAGI2, GREM1, AHI1, SCYL2, DTNBP1"
"28","GO:0002253",0.0389686145273718,0.970083820800121,93,499,"activation of immune response","BP",18.6372745490982,"IHD","ABL1, BCL2, BRAF, SERPING1, C4BPA, C5, C6, C7, C8A, CACNB4, CD247, CD59, CCR7, CMKLR1, CR1, CR1L, CD55, ELF1, EP300, ESR1, FGR, FYB1, FYN, XRCC6, GPLD1, CFH, CFHR2, IFI16, ITK, KLRD1, LYN, NFATC2, OAS1, PDE4B, PDE4D, PIK3R1, PLCG2, PPP2CA, PRKCB, PRKCE, PRKCH, PRKD1, PRKDC, MAPK1, PTK2, PTPRC, PTPRJ, NECTIN2, SOS1, SYK, MAP3K7, TRAF3, VAV2, XRCC5, ZAP70, NR4A3, AP3B1, SKAP1, EIF2B3, NMI, MFHAS1, PUM1, PJA2, VAV3, KHDRBS1, CD226, CFHR4, HHLA2, NLRP1, SIRT2, PLCL2, LSM14A, LAT, TNFRSF21, BLNK, UBQLN1, SPG21, RC3H2, RNF125, DHX33, RTN4, IFIH1, WNK1, TNIP3, SVEP1, ALPK1, COLEC12, ITCH, ZNRF1, KLHL6, NLRP3, GBP5, RC3H1, DAB2IP, THEMIS"
"29","GO:0002920",0.00386322233621689,0.998736125920395,13,45,"regulation of humoral immune response","BP",28.8888888888889,"IHD","SERPING1, C4BPA, CD59, CCR7, CR1, CR1L, CD55, CFH, PTPRC, CXCL13, SPINK5, KLK5, SVEP1"
"30","GO:0002921",0.00711150507824243,0.998453413633386,8,17,"negative regulation of humoral immune response","BP",47.0588235294118,"IHD","SERPING1, C4BPA, CD59, CR1, CR1L, CD55, SPINK5, SVEP1"
"31","GO:0003321",0.0426349807224105,0.99492940692888,3,6,"positive regulation of blood pressure by epinephrine-norepinephrine","BP",50,"IHD","ADRA1B, ADRA1A, PDE4D"
"32","GO:0003678",0.0276177176329993,0.986897991337388,17,54,"DNA helicase activity","MF",31.4814814814815,"IHD","XRCC6, IGHMBP2, MCM4, MCM6, RECQL, RFC4, XRCC5, RUVBL1, RECQL5, G3BP1, POLQ, RAD54B, FANCM, BRIP1, NAV2, HELB, MCM9"
"33","GO:0003880",0.026283868585471,1,2,2,"protein C-terminal carboxyl O-methyltransferase activity","MF",100,"IHD","ICMT, LCMT1"
"34","GO:0004368",0.0495267217784198,1,2,2,"glycerol-3-phosphate dehydrogenase (quinone) activity","MF",100,"IHD","GPD1, GPD2"
"35","GO:0004558",0.0386061308480874,0.997367555317316,3,4,"alpha-1,4-glucosidase activity","MF",75,"IHD","GANC, SI, MGAM"
"36","GO:0004719",0.00790647368998592,1,3,3,"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity","MF",100,"IHD","PCMT1, PCMTD2, PCMTD1"
"37","GO:0004769",0.00899922741330545,0.999755826365574,2,4,"steroid delta-isomerase activity","MF",50,"IHD","GSTA1, HSD3B2"
"38","GO:0004950",0.00223779803008936,0.999646176840862,6,26,"chemokine receptor activity","MF",23.0769230769231,"IHD","CCR6, CCR7, ACKR2, CMKLR1, XCR1, CXCR1"
"39","GO:0004954",0.045135904255641,0.991092341772848,4,11,"prostanoid receptor activity","MF",36.3636363636364,"IHD","PTGER2, PTGER3, PTGER4, PTGDR2"
"40","GO:0004955",0.0390675611286454,0.992897140519226,4,10,"prostaglandin receptor activity","MF",40,"IHD","PTGER2, PTGER3, PTGER4, PTGDR2"
"41","GO:0004957",0.0260736170349601,0.997836975319652,3,5,"prostaglandin E receptor activity","MF",60,"IHD","PTGER2, PTGER3, PTGER4"
"42","GO:0005026",0.0311844915076816,1,2,2,"transforming growth factor beta receptor activity, type II","MF",100,"IHD","AMHR2, TGFBR2"
"43","GO:0005048",0.00360228694939006,0.998766253608044,15,43,"signal sequence binding","MF",34.8837209302326,"IHD","KPNA1, KPNA2, KPNA3, KPNA4, PEX7, PEX19, PEX5, NUP214, BABAM2, NUP153, KPNA6, PEX5L, SEC61A2, CEMIP, KPNA7, POM121C"
"44","GO:0005245",0.0389220621221256,0.979772140966555,23,51,"voltage-gated calcium channel activity","MF",45.0980392156863,"IHD","CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA2D1, CACNB2, CACNB4, RYR1, SCN1A, SCN2A, SCN3A, SCN8A, SCN9A, SCN10A, CACNA1I, CACNG3, CACNG2, CACNG5, CACNG4, CACNA2D3, TMC1, TPCN2"
"45","GO:0005249",0.0237506481886337,0.986314396785987,31,99,"voltage-gated potassium channel activity","MF",31.3131313131313,"IHD","KCNA6, KCNC1, KCNC2, KCND2, KCND3, KCNG1, KCNH1, KCNJ6, KCNJ15, KCNK1, KCNK3, KCNMA1, KCNN2, KCNN3, KCNS3, SNAP25, ABCC8, KCNAB1, KCNB2, ABCC9, KCNH4, KCNH5, KCNK10, KCNQ5, KCNK13, KCNK12, KCNT1, KCNH7, KCNH8, KCNT2, HCN1"
"46","GO:0005614",0.0165659905346791,0.996910902234403,7,11,"interstitial matrix","CC",63.6363636363636,"IHD","TNC, VIT, COL14A1, NAV2, EGFLAM, CCDC80, VWC2"
"47","GO:0005736",0.0316030134322337,0.995840702785342,3,10,"RNA polymerase I complex","CC",30,"IHD","POLR2F, POLR1A, POLR1D"
"48","GO:0005802",0.0195700544005762,0.986591537385049,64,236,"trans-Golgi network","CC",27.1186440677966,"IHD","APP, BICD1, CDH1, AP1S1, CLTC, GOLGA4, NDST1, HTR7, IGF2R, MME, MYO1B, PCSK5, ATP8B1, PRKD1, RAB6A, ST3GAL1, SNAP25, SORL1, EIPR1, LGR5, PLPP3, GBF1, PCSK7, STX8, ATP2C2, ATP9A, STX6, ATP8A1, COG5, ARFGEF1, FUT9, RAB31, RAB21, NMNAT2, DENND5A, AP4E1, RAB38, ARL5A, NBEA, ATP2C1, ARFIP1, RAB30, ASAP1, GSAP, RBFOX1, BPNT2, MARCHF1, GOLPH3L, VPS53, SLC39A9, SMPD4, BIRC6, COG6, MARCHF4, RIC1, SCOC, KIF13A, SLC66A2, TRAPPC9, CALN1, DPY30, PLEKHA8, ARAP1, LRRK2, AP1S3, VTI1A, CLVS1, CNST, MS4A6E, ATP9B"
"49","GO:0005838",0.0263589584688078,0.994053945996392,5,19,"proteasome regulatory particle","CC",26.3157894736842,"IHD","PSMC1, PSMC2, PSMD2, PSMD4, PSMD14"
"50","GO:0005852",0.0265281046646922,0.9943111355902,5,15,"eukaryotic translation initiation factor 3 complex","CC",33.3333333333333,"IHD","EIF3E, EIF3F, EIF3H, COPS5, EIF3L"
"51","GO:0005891",0.0213274045627757,0.989606991429912,23,52,"voltage-gated calcium channel complex","CC",44.2307692307692,"IHD","CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA2D1, CACNB2, CACNB4, PDE4B, PDE4D, RYR1, SCN1A, SCN2A, SCN3A, SCN8A, SCN9A, SCN10A, CACNA1I, CACNG3, CACNG2, CACNG4, CACNA2D3, CATSPERB"
"52","GO:0005901",0.00227358944715167,0.998973322582224,30,74,"caveola","CC",40.5405405405405,"IHD","ADCY8, ADRA1B, ADRA1A, CBL, CDH1, CDH13, CDH15, EFNA5, HTR2A, IGF1R, INSR, IRS1, JAK2, KCNMA1, LRP6, MAPK1, PTGIS, SLC2A1, TGFBR2, TRPC4, AKAP6, NOS1AP, DLC1, SORBS1, PACSIN2, CORO1C, MYOF, PLVAP, LRRK2, SPRED1, CAVIN1"
"53","GO:0005975",0.0360845745235461,0.971921990935221,107,551,"carbohydrate metabolic process","BP",19.4192377495463,"IHD","ACACB, ACADM, APP, ARNT, BRAF, CLTC, CPT1A, EP300, EXT1, PTK2B, FOXO1, FUCA2, FUT8, GALNT3, GANC, GCK, GLB1, GPD1, GPD2, GPLD1, NR3C1, GSK3B, GYG1, GYS2, HIF1A, HK1, NDST1, HTR2A, INSR, IRS1, KHK, LEPR, LRP5, MAN1A1, MAN2A1, ME1, NPC1, NPY1R, NTSR1, OAS1, OGDH, P2RX7, PRKN, PFKFB3, PFKM, PGM5, PHKB, PLA2G4A, PMM2, PPARA, PPP2CA, PRKAA2, PRKACA, PRKCE, PRKG1, PYGB, RORA, SI, ST8SIA1, SLC2A1, SLC2A5, TCF7L2, ST8SIA4, B3GALT1, MGAM, B4GALT6, B4GALT5, NDST3, KL, NCOR1, HDAC4, SLC23A2, GNE, UST, B3GALT5, SORBS1, FUT9, PPARGC1A, MAN1A2, WDTC1, ZBTB20, CHST11, CHST15, PRKAG2, LCMT1, GALNT7, FGGY, CSGALNACT1, ADCY10, SDHAF3, NLN, GBA3, RBKS, CHST8, NDST4, CASD1, GNPTAB, UXS1, RUBCNL, NPL, ST6GALNAC5, CHST9, SLC45A3, MOGAT1, B3GLCT, KLB, ST6GALNAC3, OTOGL, HECTD4, HEXD, GLT6D1"
"54","GO:0006103",0.0378737084576134,0.991040804109334,5,15,"2-oxoglutarate metabolic process","BP",33.3333333333333,"IHD","DLST, OGDH, PHYH, AADAT, D2HGDH"
"55","GO:0006110",0.0232864284067549,0.98931457824426,17,50,"regulation of glycolytic process","BP",34,"IHD","APP, ARNT, EP300, GCK, GPD1, HIF1A, HTR2A, INSR, P2RX7, PPARA, PPP2CA, PRKAA2, PRKACA, NCOR1, HDAC4, ZBTB20, PRKAG2"
"56","GO:0006112",0.0369006887839162,0.979889138790129,21,84,"energy reserve metabolic process","BP",25,"IHD","ACADM, GCK, GSK3B, GYG1, GYS2, INSR, IRS1, KHK, LEPR, PFKM, PHKB, PYGB, KL, GFPT2, SORBS1, PRKAG2, PID1, ADCY10, RUBCNL, MRAP2, ADGRF5, ADGRF1"
"57","GO:0006127",0.0495267217784198,1,2,2,"glycerophosphate shuttle","BP",100,"IHD","GPD1, GPD2"
"58","GO:0006268",0.0264734637976923,0.993172936386353,6,20,"DNA unwinding involved in DNA replication","BP",30,"IHD","HMGA1, MCM4, MCM6, RECQL, RECQL5, GINS4"
"59","GO:0006302",0.0301653629322903,0.97866843198472,63,275,"double-strand break repair","BP",22.9090909090909,"IHD","ABL1, ATR, BCL7A, BRCA2, CHEK1, ERCC8, DNTT, FEN1, XRCC6, MCM4, MCM6, MGMT, MSH2, PRKDC, RAD51B, RECQL, REV3L, RPA3, SMARCE1, UVRAG, VCP, XRCC4, XRCC5, YY1, DPF3, CDC7, RUVBL1, RECQL5, BABAM2, PSMD14, POLQ, HSF2BP, CHEK2, ZNF365, KDM1A, SMCHD1, ZFYVE26, SPIDR, ZMYND8, RAD54B, NIPBL, SAMHD1, RNF138, UIMC1, MBTD1, PARPBP, FMN2, SMARCAD1, ARID1B, FANCM, INIP, MMS19, DCLRE1B, CYREN, SMC6, PALB2, RMI1, BRIP1, SLF1, GINS4, TNKS1BP1, HELB, PPP4R2, RNF169, MCM9, POLN"
"60","GO:0006310",0.0205997584683591,0.985713361148395,63,293,"DNA recombination","BP",21.5017064846416,"IHD","ABL1, BCL6, BRCA2, CHEK1, CCR6, FEN1, XRCC6, KPNA1, KPNA2, MCM4, MCM6, MSH2, MSH3, PRKDC, PTPRC, RAD51B, RAG1, RECQL, REV3L, RPA3, SYCP1, TFRC, XRCC4, XRCC5, YY1, CDC7, RUVBL1, RECQL5, PSMD14, POLQ, HSF2BP, ZNF365, KDM1A, SMCHD1, ZFYVE26, SPIDR, ZMYND8, RAD54B, NIPBL, SAMHD1, LEF1, UCHL5, RNF138, MBTD1, INO80D, PARPBP, SMARCAD1, FANCM, INIP, MMS19, HROB, CYREN, SMC6, PALB2, RMI1, BRIP1, ZRANB3, SLF1, GINS4, HELB, PPP4R2, RNF169, MCM9, ANKRD31, POLN, MEI4"
"61","GO:0006481",0.026283868585471,1,2,2,"C-terminal protein methylation","BP",100,"IHD","ICMT, LCMT1"
"62","GO:0006573",0.026227606028142,0.99661107018127,4,7,"valine metabolic process","BP",57.1428571428571,"IHD","BCAT1, ALDH6A1, HIBADH, HIBCH"
"63","GO:0006574",0.0354933898961585,0.997665563387967,3,4,"valine catabolic process","BP",75,"IHD","ALDH6A1, HIBADH, HIBCH"
"64","GO:0006897",0.0261467398615681,0.9790077934849,165,688,"endocytosis","BP",23.9825581395349,"IHD","ABCA1, ABL1, ABL2, ANGPT1, ANK2, APP, ARRB1, B2M, BICD1, C4BPA, CBL, CDC42, CDH13, CHRNA7, AP1S1, AP3S1, CLTC, ACKR2, CSNK1D, CSNK1G3, DNM1, DOCK1, DOCK2, DRD2, LPAR1, CTTN, EPHA3, EPS15, FGR, FYN, GAK, GRIA1, HIP1, IGF2R, CXCR1, INSR, ITGA4, LEPR, LRP6, LRP5, LYN, MFGE8, MKLN1, MYH9, MYO1E, NPC1, P2RX7, PRKN, PLA2G5, PLCG2, PPP3CA, PPP3R1, PRKCE, PRKD1, MAPK1, PTK2, PTPRC, PTPRJ, RAB1A, RAB27A, RALA, RIT2, SAG, SFTPD, ITSN1, SH3GL1, SH3GL3, SNAP25, SORL1, SYK, SYT1, TF, TFRC, TGM2, TUB, VAV2, CUBN, AP3B2, DYSF, PICALM, PIP5K1A, NUMB, MTMR2, ZFYVE16, TBC1D5, ELMO1, MAGI2, SNAP91, RABGAP1L, ATP9A, CACNG3, CACNG2, VAV3, LILRB1, RALBP1, RAB31, PACSIN2, AAK1, NLGN1, PLA2R1, RAB21, USP33, TBC1D2B, EHBP1, DNAJC13, NEDD4L, SYNE1, CORO1C, SH3BP4, HEATR5A, DNM3, GAPVD1, GREM1, AP3M1, CACNG5, CACNG4, SNX5, LRP12, GULP1, LRP1B, TPCN1, CSNK1G1, RIN2, HEATR5B, AHI1, FNBP1L, STAB2, CARMIL1, SCYL2, LMBRD1, CDC42SE2, CAMK1D, DENND1A, RHOU, EPS15L1, SMAP1, VIPAS39, TMEM108, MCTP1, SPG11, RUFY1, COLEC12, ITCH, DTNBP1, SGIP1, MEGF10, STON2, LRSAM1, TIMD4, ARHGAP12, BTBD9, XKR4, LRRK2, SYT2, OCIAD2, LDLRAD3, GSG1L, ENTHD1, TAFA4, ABCA13, ANO6, TPCN2, RSPO1, SCARA5, XKR7, ATP9B, MIA3, XKR9"
"65","GO:0006898",0.0106018003352419,0.992871703007539,69,253,"receptor-mediated endocytosis","BP",27.2727272727273,"IHD","ANGPT1, ARRB1, B2M, BICD1, CBL, AP1S1, CLTC, DNM1, DRD2, LPAR1, CTTN, EPS15, GAK, GRIA1, HIP1, IGF2R, CXCR1, INSR, ITGA4, LRP6, MKLN1, PLCG2, PPP3R1, RALA, SAG, SFTPD, ITSN1, SH3GL3, SNAP25, SORL1, SYK, TF, TFRC, CUBN, PICALM, NUMB, MTMR2, TBC1D5, MAGI2, SNAP91, CACNG3, CACNG2, LILRB1, RAB31, AAK1, PLA2R1, RAB21, DNAJC13, SYNE1, DNM3, GREM1, CACNG5, CACNG4, LRP1B, AHI1, FNBP1L, STAB2, SCYL2, LMBRD1, SMAP1, TMEM108, ITCH, DTNBP1, SGIP1, STON2, LDLRAD3, GSG1L, TPCN2, RSPO1"
"66","GO:0006956",0.0175911097180246,0.99254104590652,14,58,"complement activation","BP",24.1379310344828,"IHD","SERPING1, C4BPA, C5, C6, C7, C8A, CD59, CR1, CR1L, CD55, CFH, CFHR2, CFHR4, SVEP1"
"67","GO:0006958",0.0384583311499896,0.984901133915438,10,34,"complement activation, classical pathway","BP",29.4117647058824,"IHD","SERPING1, C4BPA, C5, C6, C7, C8A, CR1, CR1L, CD55, SVEP1"
"68","GO:0006959",0.0471805247291667,0.970251424687606,28,235,"humoral immune response","BP",11.9148936170213,"IHD","BCL2, SERPING1, C4BPA, C5, C6, C7, C8A, CD59, CCR6, CCR7, CR1, CR1L, CD55, CFH, CFHR2, MUC7, PTPRC, ST6GAL1, TF, CXCL13, CFHR4, SPINK5, KLK5, TNFRSF21, BLNK, YTHDF2, SVEP1, WFDC10B"
